ProductionEventID,EventTimestamp,DateKey,UnitCode,ShiftKey,ClockHour,HourOfShift,AreaID,ActivityID,Quantity,UnitOfMeasure,EventDurationMinutes,HaulDistanceKm,RoadConditionIndex,CongestionIndex,PayloadTonnes,MaterialType,SourceSystem
P-0046577,2026-05-24 02:30:00,20260524,TR-006,NIGHT-A,2,8,A03,ACT-HAUL,45.414,t,36.69,2.134,0.629,0.209,45.414,Ore,Pitram-SIM
P-0072368,2026-05-24 02:30:00,20260524,TR-009,NIGHT-A,2,8,A01,ACT-HAUL,46.325,t,32.61,1.958,0.832,0.162,46.325,Ore,Pitram-SIM
P-0133628,2026-05-24 02:30:00,20260524,UV-002,NIGHT-A,2,8,A04,ACT-AUX,0.722,trips,52.39,,,,,,DeswikOps-SIM
P-0004818,2026-05-24 03:00:00,20260524,TR-001,NIGHT-A,3,9,A01,ACT-HAUL,47.591,t,29.3,1.693,0.691,0.257,47.591,Ore,Pitram-SIM
P-0021634,2026-05-24 03:00:00,20260524,TR-003,NIGHT-A,3,9,A01,ACT-HAUL,39.46,t,34.51,2.144,0.833,0.276,39.46,Ore,Pitram-SIM
P-0029967,2026-05-24 03:00:00,20260524,TR-004,NIGHT-A,3,9,A02,ACT-HAUL,45.446,t,35.03,2.144,0.795,0.18,45.446,Ore,Pitram-SIM
P-0046578,2026-05-24 03:00:00,20260524,TR-006,NIGHT-A,3,9,A01,ACT-HAUL,48.351,t,35.06,2.267,0.738,0.15,48.351,Ore,Pitram-SIM
P-0063627,2026-05-24 03:00:00,20260524,TR-008,NIGHT-A,3,9,A01,ACT-HAUL,46.064,t,33.97,2.185,0.814,0.256,46.064,Ore,Pitram-SIM
P-0072369,2026-05-24 03:00:00,20260524,TR-009,NIGHT-A,3,9,A01,ACT-HAUL,49.569,t,32.3,2.186,0.809,0.075,49.569,Ore,Pitram-SIM
P-0133227,2026-05-24 03:00:00,20260524,UV-002,NIGHT-A,3,9,A04,ACT-AUX,1.356,trips,14.58,,,,,,DeswikOps-SIM
P-0125846,2026-05-24 03:30:00,20260524,BT-001,NIGHT-A,3,9,A03,ACT-GS,1.144,bolts,45.91,,,,,,DeswikOps-SIM
P-0115484,2026-05-24 03:30:00,20260524,LH-005,NIGHT-A,3,9,A01,ACT-LOAD,175.717,t,38.75,0.423,0.896,0.441,175.717,Ore,Pitram-SIM
P-0102702,2026-05-24 03:30:00,20260524,LH-007,NIGHT-A,3,9,A01,ACT-LOAD,198.908,t,17.39,0.503,0.729,0.071,198.908,Ore,Pitram-SIM
P-0004819,2026-05-24 03:30:00,20260524,TR-001,NIGHT-A,3,9,A01,ACT-HAUL,58.093,t,32.57,2.099,0.825,0.356,58.093,Ore,Pitram-SIM
P-0021635,2026-05-24 03:30:00,20260524,TR-003,NIGHT-A,3,9,A01,ACT-HAUL,47.505,t,34.96,2.009,0.821,0.447,47.505,Ore,Pitram-SIM
P-0029968,2026-05-24 03:30:00,20260524,TR-004,NIGHT-A,3,9,A01,ACT-HAUL,45.59,t,29.73,2.35,0.763,0.204,45.59,Ore,Pitram-SIM
P-0046579,2026-05-24 03:30:00,20260524,TR-006,NIGHT-A,3,9,A01,ACT-HAUL,46.451,t,34.72,1.803,0.639,0.018,46.451,Ore,Pitram-SIM
P-0063628,2026-05-24 03:30:00,20260524,TR-008,NIGHT-A,3,9,A01,ACT-HAUL,43.678,t,31.4,2.178,0.843,0.091,43.678,Ore,Pitram-SIM
P-0072370,2026-05-24 03:30:00,20260524,TR-009,NIGHT-A,3,9,A01,ACT-HAUL,52.849,t,33.56,1.971,0.833,0.28,52.849,Ore,Pitram-SIM
P-0125773,2026-05-24 04:00:00,20260524,BT-001,NIGHT-A,4,10,A03,ACT-GS,1.265,bolts,30.94,,,,,,DeswikOps-SIM
P-0122025,2026-05-24 04:00:00,20260524,JD-004,NIGHT-A,4,10,A02,ACT-DEV,1.692,m,59.78,,,,,,DeswikOps-SIM
P-0114266,2026-05-24 04:00:00,20260524,LH-002,NIGHT-A,4,10,A01,ACT-LOAD,174.466,t,37.09,0.987,0.848,0.103,174.466,Ore,Pitram-SIM
P-0110038,2026-05-24 04:00:00,20260524,LH-008,NIGHT-A,4,10,A01,ACT-LOAD,168.158,t,27.32,0.411,0.803,0.039,168.158,Ore,Pitram-SIM
P-0004820,2026-05-24 04:00:00,20260524,TR-001,NIGHT-A,4,10,A01,ACT-HAUL,46.806,t,28.56,2.277,0.855,0.12,46.806,Ore,Pitram-SIM
P-0029969,2026-05-24 04:00:00,20260524,TR-004,NIGHT-A,4,10,A01,ACT-HAUL,41.275,t,29.13,2.089,0.707,0.069,41.275,Ore,Pitram-SIM
P-0046580,2026-05-24 04:00:00,20260524,TR-006,NIGHT-A,4,10,A01,ACT-HAUL,46.407,t,31.63,2.034,0.788,0.264,46.407,Ore,Pitram-SIM
P-0063629,2026-05-24 04:00:00,20260524,TR-008,NIGHT-A,4,10,A01,ACT-HAUL,53.924,t,33.5,2.117,0.701,0.285,53.924,Ore,Pitram-SIM
P-0072371,2026-05-24 04:00:00,20260524,TR-009,NIGHT-A,4,10,A01,ACT-HAUL,45.421,t,28.1,1.917,0.748,0.283,45.421,Ore,Pitram-SIM
P-0080618,2026-05-24 04:00:00,20260524,TR-010,NIGHT-A,4,10,A01,ACT-HAUL,47.147,t,31.06,2.261,0.799,0.203,47.147,Ore,Pitram-SIM
P-0122609,2026-05-24 04:30:00,20260524,JD-006,NIGHT-A,4,10,A02,ACT-DEV,2.161,m,62.92,,,,,,DeswikOps-SIM
P-0101095,2026-05-24 04:30:00,20260524,LH-001,NIGHT-A,4,10,A01,ACT-LOAD,83.657,t,21.12,0.062,0.787,0.187,83.657,Ore,Pitram-SIM
P-0118129,2026-05-24 04:30:00,20260524,LH-003,NIGHT-A,4,10,A01,ACT-LOAD,281.984,t,21.34,0.144,0.717,0.26,281.984,Ore,Pitram-SIM
P-0004821,2026-05-24 04:30:00,20260524,TR-001,NIGHT-A,4,10,A01,ACT-HAUL,50.395,t,32.16,1.982,0.787,0.093,50.395,Ore,Pitram-SIM
P-0072372,2026-05-24 04:30:00,20260524,TR-009,NIGHT-A,4,10,A01,ACT-HAUL,33.599,t,33.57,1.82,0.601,0.113,33.599,Ore,Pitram-SIM
P-0080619,2026-05-24 04:30:00,20260524,TR-010,NIGHT-A,4,10,A01,ACT-HAUL,53.239,t,30.38,2.175,0.974,0.133,53.239,Ore,Pitram-SIM
P-0096935,2026-05-24 04:30:00,20260524,TR-012,NIGHT-A,4,10,A02,ACT-HAUL,52.134,t,28.6,2.004,0.78,0.206,52.134,Ore,Pitram-SIM
P-0125101,2026-05-24 05:00:00,20260524,BT-003,NIGHT-A,5,11,A03,ACT-GS,1.446,bolts,47.35,,,,,,DeswikOps-SIM
P-0004822,2026-05-24 05:00:00,20260524,TR-001,NIGHT-A,5,11,A01,ACT-HAUL,42.736,t,26.75,1.962,0.738,0.245,42.736,Ore,Pitram-SIM
P-0080620,2026-05-24 05:00:00,20260524,TR-010,NIGHT-A,5,11,A01,ACT-HAUL,46.438,t,29.92,1.874,0.808,0.157,46.438,Ore,Pitram-SIM
P-0132100,2026-05-24 05:00:00,20260524,UV-002,NIGHT-A,5,11,A04,ACT-AUX,0.787,trips,16.93,,,,,,DeswikOps-SIM
P-0004823,2026-05-24 05:30:00,20260524,TR-001,NIGHT-A,5,11,A01,ACT-HAUL,39.537,t,28.56,1.974,0.892,0.282,39.537,Ore,Pitram-SIM
P-0013264,2026-05-24 05:30:00,20260524,TR-002,NIGHT-A,5,11,A01,ACT-HAUL,48.03,t,29.29,1.835,0.663,0.04,48.03,Ore,Pitram-SIM
P-0055080,2026-05-24 05:30:00,20260524,TR-007,NIGHT-A,5,11,A01,ACT-HAUL,52.001,t,23.92,1.65,0.863,0.33,52.001,Ore,Pitram-SIM
P-0080621,2026-05-24 05:30:00,20260524,TR-010,NIGHT-A,5,11,A01,ACT-HAUL,47.526,t,26.41,1.876,0.797,0.1,47.526,Ore,Pitram-SIM
P-0088573,2026-05-24 05:30:00,20260524,TR-011,NIGHT-A,5,11,A01,ACT-HAUL,57.29,t,30.48,1.861,0.662,0.101,57.29,Ore,Pitram-SIM
P-0129978,2026-05-24 06:00:00,20260524,BT-002,DAY-B,6,0,A03,ACT-GS,1.447,bolts,43.52,,,,,,DeswikOps-SIM
P-0121570,2026-05-24 06:00:00,20260524,JD-003,DAY-B,6,0,A02,ACT-DEV,2.146,m,68.49,,,,,,DeswikOps-SIM
P-0104210,2026-05-24 06:00:00,20260524,LH-004,DAY-B,6,0,A01,ACT-LOAD,217.602,t,32.86,0.27,0.795,0.136,217.602,Ore,Pitram-SIM
P-0013265,2026-05-24 06:00:00,20260524,TR-002,DAY-B,6,0,A01,ACT-HAUL,44.999,t,29.21,1.788,0.912,0.333,44.999,Ore,Pitram-SIM
P-0029970,2026-05-24 06:00:00,20260524,TR-004,DAY-B,6,0,A01,ACT-HAUL,43.025,t,35.96,2.262,0.704,0.242,43.025,Ore,Pitram-SIM
P-0038308,2026-05-24 06:00:00,20260524,TR-005,DAY-B,6,0,A01,ACT-HAUL,50.625,t,35.92,2.04,0.789,0.172,50.625,Ore,Pitram-SIM
P-0046581,2026-05-24 06:00:00,20260524,TR-006,DAY-B,6,0,A01,ACT-HAUL,55.117,t,36.06,1.835,0.691,0.202,55.117,Ore,Pitram-SIM
P-0055081,2026-05-24 06:00:00,20260524,TR-007,DAY-B,6,0,A01,ACT-HAUL,49.818,t,32.11,2.223,0.841,0.112,49.818,Ore,Pitram-SIM
P-0063630,2026-05-24 06:00:00,20260524,TR-008,DAY-B,6,0,A01,ACT-HAUL,40.922,t,29.0,1.986,0.773,0.194,40.922,Ore,Pitram-SIM
P-0080622,2026-05-24 06:00:00,20260524,TR-010,DAY-B,6,0,A01,ACT-HAUL,40.825,t,34.17,1.927,0.933,0.157,40.825,Ore,Pitram-SIM
P-0088574,2026-05-24 06:00:00,20260524,TR-011,DAY-B,6,0,A02,ACT-HAUL,51.148,t,32.52,2.306,0.734,0.447,51.148,Ore,Pitram-SIM
P-0116521,2026-05-24 06:30:00,20260524,LH-002,DAY-B,6,0,A01,ACT-LOAD,182.808,t,27.62,0.516,0.894,0.489,182.808,Ore,Pitram-SIM
P-0013266,2026-05-24 06:30:00,20260524,TR-002,DAY-B,6,0,A01,ACT-HAUL,54.881,t,30.4,1.764,0.782,0.215,54.881,Ore,Pitram-SIM
P-0029971,2026-05-24 06:30:00,20260524,TR-004,DAY-B,6,0,A01,ACT-HAUL,45.579,t,25.71,1.834,0.903,0.231,45.579,Ore,Pitram-SIM
P-0038309,2026-05-24 06:30:00,20260524,TR-005,DAY-B,6,0,A01,ACT-HAUL,45.404,t,27.23,1.905,0.799,0.124,45.404,Ore,Pitram-SIM
P-0055082,2026-05-24 06:30:00,20260524,TR-007,DAY-B,6,0,A02,ACT-HAUL,45.982,t,33.79,2.123,0.719,0.328,45.982,Ore,Pitram-SIM
P-0063631,2026-05-24 06:30:00,20260524,TR-008,DAY-B,6,0,A01,ACT-HAUL,43.84,t,29.56,2.033,0.924,0.18,43.84,Ore,Pitram-SIM
P-0080623,2026-05-24 06:30:00,20260524,TR-010,DAY-B,6,0,A01,ACT-HAUL,53.356,t,30.48,1.936,0.808,0.084,53.356,Ore,Pitram-SIM
P-0088575,2026-05-24 06:30:00,20260524,TR-011,DAY-B,6,0,A01,ACT-HAUL,41.897,t,33.22,2.277,0.843,0.2,41.897,Ore,Pitram-SIM
P-0116424,2026-05-24 07:00:00,20260524,LH-004,DAY-B,7,1,A01,ACT-LOAD,180.07,t,39.1,0.42,0.853,0.093,180.07,Ore,Pitram-SIM
P-0013267,2026-05-24 07:00:00,20260524,TR-002,DAY-B,7,1,A01,ACT-HAUL,54.237,t,37.06,2.156,0.865,0.38,54.237,Ore,Pitram-SIM
P-0029972,2026-05-24 07:00:00,20260524,TR-004,DAY-B,7,1,A01,ACT-HAUL,50.476,t,29.12,2.015,0.881,0.178,50.476,Ore,Pitram-SIM
P-0038310,2026-05-24 07:00:00,20260524,TR-005,DAY-B,7,1,A01,ACT-HAUL,47.337,t,36.68,2.041,0.697,0.487,47.337,Ore,Pitram-SIM
P-0063632,2026-05-24 07:00:00,20260524,TR-008,DAY-B,7,1,A01,ACT-HAUL,51.475,t,31.58,1.995,0.793,0.211,51.475,Ore,Pitram-SIM
P-0096936,2026-05-24 07:00:00,20260524,TR-012,DAY-B,7,1,A01,ACT-HAUL,45.031,t,30.78,1.75,0.975,0.517,45.031,Ore,Pitram-SIM
P-0106095,2026-05-24 07:30:00,20260524,LH-001,DAY-B,7,1,A01,ACT-LOAD,134.558,t,19.34,0.852,0.76,0.091,134.558,Ore,Pitram-SIM
P-0106459,2026-05-24 07:30:00,20260524,LH-006,DAY-B,7,1,A01,ACT-LOAD,274.532,t,29.83,0.654,0.714,0.08,274.532,Ore,Pitram-SIM
P-0108455,2026-05-24 07:30:00,20260524,LH-008,DAY-B,7,1,A01,ACT-LOAD,165.481,t,23.42,1.09,0.718,0.098,165.481,Ore,Pitram-SIM
P-0013268,2026-05-24 07:30:00,20260524,TR-002,DAY-B,7,1,A01,ACT-HAUL,45.009,t,30.77,1.857,0.938,0.235,45.009,Ore,Pitram-SIM
P-0029973,2026-05-24 07:30:00,20260524,TR-004,DAY-B,7,1,A01,ACT-HAUL,49.235,t,31.81,1.948,0.629,0.05,49.235,Ore,Pitram-SIM
P-0038311,2026-05-24 07:30:00,20260524,TR-005,DAY-B,7,1,A01,ACT-HAUL,38.708,t,33.65,2.293,0.781,0.247,38.708,Ore,Pitram-SIM
P-0063633,2026-05-24 07:30:00,20260524,TR-008,DAY-B,7,1,A01,ACT-HAUL,47.327,t,33.4,1.969,0.874,0.109,47.327,Ore,Pitram-SIM
P-0080624,2026-05-24 07:30:00,20260524,TR-010,DAY-B,7,1,A01,ACT-HAUL,48.08,t,33.04,1.904,0.668,0.088,48.08,Ore,Pitram-SIM
P-0096937,2026-05-24 07:30:00,20260524,TR-012,DAY-B,7,1,A01,ACT-HAUL,44.945,t,32.31,1.788,0.761,0.332,44.945,Ore,Pitram-SIM
P-0126892,2026-05-24 08:00:00,20260524,BT-005,DAY-B,8,2,A03,ACT-GS,1.351,bolts,37.06,,,,,,DeswikOps-SIM
P-0121269,2026-05-24 08:00:00,20260524,JD-005,DAY-B,8,2,A02,ACT-DEV,3.268,m,59.52,,,,,,DeswikOps-SIM
P-0105691,2026-05-24 08:00:00,20260524,LH-004,DAY-B,8,2,A01,ACT-LOAD,218.335,t,26.87,0.535,0.771,0.151,218.335,Ore,Pitram-SIM
P-0004824,2026-05-24 08:00:00,20260524,TR-001,DAY-B,8,2,A01,ACT-HAUL,48.357,t,34.28,2.109,0.604,0.056,48.357,Ore,Pitram-SIM
P-0029974,2026-05-24 08:00:00,20260524,TR-004,DAY-B,8,2,A01,ACT-HAUL,52.252,t,33.84,1.727,0.894,0.349,52.252,Ore,Pitram-SIM
P-0038312,2026-05-24 08:00:00,20260524,TR-005,DAY-B,8,2,A01,ACT-HAUL,42.474,t,32.37,1.788,0.743,0.153,42.474,Ore,Pitram-SIM
P-0063634,2026-05-24 08:00:00,20260524,TR-008,DAY-B,8,2,A01,ACT-HAUL,48.594,t,32.77,2.054,0.754,0.071,48.594,Ore,Pitram-SIM
P-0096938,2026-05-24 08:00:00,20260524,TR-012,DAY-B,8,2,A01,ACT-HAUL,49.685,t,28.44,1.898,0.823,0.195,49.685,Ore,Pitram-SIM
P-0133649,2026-05-24 08:00:00,20260524,UV-002,DAY-B,8,2,A04,ACT-AUX,0.944,trips,39.18,,,,,,DeswikOps-SIM
P-0113484,2026-05-24 08:30:00,20260524,LH-003,DAY-B,8,2,A01,ACT-LOAD,130.853,t,32.66,0.79,0.902,0.247,130.853,Ore,Pitram-SIM
P-0004825,2026-05-24 08:30:00,20260524,TR-001,DAY-B,8,2,A01,ACT-HAUL,54.37,t,35.1,1.982,0.763,0.324,54.37,Ore,Pitram-SIM
P-0021636,2026-05-24 08:30:00,20260524,TR-003,DAY-B,8,2,A01,ACT-HAUL,47.306,t,29.09,1.703,0.947,0.132,47.306,Ore,Pitram-SIM
P-0029975,2026-05-24 08:30:00,20260524,TR-004,DAY-B,8,2,A01,ACT-HAUL,47.964,t,21.24,1.775,0.913,0.25,47.964,Ore,Pitram-SIM
P-0038313,2026-05-24 08:30:00,20260524,TR-005,DAY-B,8,2,A01,ACT-HAUL,37.191,t,35.07,2.264,0.849,0.186,37.191,Ore,Pitram-SIM
P-0063635,2026-05-24 08:30:00,20260524,TR-008,DAY-B,8,2,A01,ACT-HAUL,52.87,t,34.96,2.219,0.857,0.552,52.87,Ore,Pitram-SIM
P-0096939,2026-05-24 08:30:00,20260524,TR-012,DAY-B,8,2,A01,ACT-HAUL,43.538,t,33.73,1.752,0.711,0.415,43.538,Ore,Pitram-SIM
P-0004826,2026-05-24 09:00:00,20260524,TR-001,DAY-B,9,3,A03,ACT-HAUL,35.529,t,31.2,1.845,0.798,0.117,35.529,Ore,Pitram-SIM
P-0021637,2026-05-24 09:00:00,20260524,TR-003,DAY-B,9,3,A01,ACT-HAUL,43.261,t,32.99,2.204,0.793,0.21,43.261,Ore,Pitram-SIM
P-0038314,2026-05-24 09:00:00,20260524,TR-005,DAY-B,9,3,A01,ACT-HAUL,52.538,t,31.85,2.103,0.691,0.097,52.538,Ore,Pitram-SIM
P-0063636,2026-05-24 09:00:00,20260524,TR-008,DAY-B,9,3,A01,ACT-HAUL,43.388,t,29.11,2.097,0.854,0.164,43.388,Ore,Pitram-SIM
P-0096940,2026-05-24 09:00:00,20260524,TR-012,DAY-B,9,3,A01,ACT-HAUL,40.986,t,29.07,1.869,0.788,0.126,40.986,Ore,Pitram-SIM
P-0004827,2026-05-24 09:30:00,20260524,TR-001,DAY-B,9,3,A01,ACT-HAUL,36.621,t,35.01,1.949,0.83,0.225,36.621,Ore,Pitram-SIM
P-0013269,2026-05-24 09:30:00,20260524,TR-002,DAY-B,9,3,A01,ACT-HAUL,55.586,t,35.11,1.928,0.686,0.219,55.586,Ore,Pitram-SIM
P-0021638,2026-05-24 09:30:00,20260524,TR-003,DAY-B,9,3,A01,ACT-HAUL,41.826,t,31.03,1.946,0.898,0.131,41.826,Ore,Pitram-SIM
P-0038315,2026-05-24 09:30:00,20260524,TR-005,DAY-B,9,3,A03,ACT-HAUL,39.443,t,30.55,1.99,0.784,0.17,39.443,Ore,Pitram-SIM
P-0063637,2026-05-24 09:30:00,20260524,TR-008,DAY-B,9,3,A02,ACT-HAUL,46.957,t,28.15,1.65,0.989,0.075,46.957,Ore,Pitram-SIM
P-0096941,2026-05-24 09:30:00,20260524,TR-012,DAY-B,9,3,A01,ACT-HAUL,48.363,t,27.0,2.007,0.725,0.175,48.363,Ore,Pitram-SIM
P-0111076,2026-05-24 10:00:00,20260524,LH-001,DAY-B,10,4,A01,ACT-LOAD,196.998,t,15.34,0.201,0.771,0.109,196.998,Ore,Pitram-SIM
P-0004828,2026-05-24 10:00:00,20260524,TR-001,DAY-B,10,4,A01,ACT-HAUL,42.428,t,27.57,1.65,0.833,0.177,42.428,Ore,Pitram-SIM
P-0013270,2026-05-24 10:00:00,20260524,TR-002,DAY-B,10,4,A01,ACT-HAUL,39.942,t,29.18,1.851,0.753,0.165,39.942,Ore,Pitram-SIM
P-0021639,2026-05-24 10:00:00,20260524,TR-003,DAY-B,10,4,A01,ACT-HAUL,45.289,t,34.46,2.001,0.865,0.239,45.289,Ore,Pitram-SIM
P-0038316,2026-05-24 10:00:00,20260524,TR-005,DAY-B,10,4,A04,ACT-HAUL,46.07,t,30.52,1.97,0.894,0.368,46.07,Ore,Pitram-SIM
P-0046582,2026-05-24 10:00:00,20260524,TR-006,DAY-B,10,4,A01,ACT-HAUL,50.145,t,33.08,1.956,0.848,0.538,50.145,Ore,Pitram-SIM
P-0063638,2026-05-24 10:00:00,20260524,TR-008,DAY-B,10,4,A01,ACT-HAUL,54.772,t,30.86,2.115,0.89,0.249,54.772,Ore,Pitram-SIM
P-0072373,2026-05-24 10:00:00,20260524,TR-009,DAY-B,10,4,A03,ACT-HAUL,57.986,t,27.98,1.975,0.755,0.065,57.986,Ore,Pitram-SIM
P-0096942,2026-05-24 10:00:00,20260524,TR-012,DAY-B,10,4,A01,ACT-HAUL,43.892,t,31.29,1.969,0.687,0.024,43.892,Ore,Pitram-SIM
P-0004829,2026-05-24 10:30:00,20260524,TR-001,DAY-B,10,4,A01,ACT-HAUL,46.678,t,32.43,2.079,0.767,0.198,46.678,Ore,Pitram-SIM
P-0013271,2026-05-24 10:30:00,20260524,TR-002,DAY-B,10,4,A03,ACT-HAUL,35.56,t,30.66,1.889,0.712,0.364,35.56,Ore,Pitram-SIM
P-0021640,2026-05-24 10:30:00,20260524,TR-003,DAY-B,10,4,A01,ACT-HAUL,40.435,t,27.36,1.933,0.742,0.073,40.435,Ore,Pitram-SIM
P-0038317,2026-05-24 10:30:00,20260524,TR-005,DAY-B,10,4,A01,ACT-HAUL,46.17,t,33.81,2.318,0.698,0.115,46.17,Ore,Pitram-SIM
P-0046583,2026-05-24 10:30:00,20260524,TR-006,DAY-B,10,4,A01,ACT-HAUL,43.109,t,27.41,1.893,0.746,0.255,43.109,Ore,Pitram-SIM
P-0072374,2026-05-24 10:30:00,20260524,TR-009,DAY-B,10,4,A01,ACT-HAUL,45.534,t,27.9,2.008,0.88,0.165,45.534,Ore,Pitram-SIM
P-0096943,2026-05-24 10:30:00,20260524,TR-012,DAY-B,10,4,A01,ACT-HAUL,42.475,t,38.44,2.233,0.728,0.635,42.475,Ore,Pitram-SIM
P-0124083,2026-05-24 11:00:00,20260524,BT-003,DAY-B,11,5,A03,ACT-GS,1.691,bolts,46.43,,,,,,DeswikOps-SIM
P-0130262,2026-05-24 11:00:00,20260524,BT-004,DAY-B,11,5,A03,ACT-GS,1.422,bolts,32.64,,,,,,DeswikOps-SIM
P-0109377,2026-05-24 11:00:00,20260524,LH-001,DAY-B,11,5,A01,ACT-LOAD,183.816,t,33.9,0.722,0.833,0.229,183.816,Ore,Pitram-SIM
P-0013272,2026-05-24 11:00:00,20260524,TR-002,DAY-B,11,5,A01,ACT-HAUL,44.548,t,32.19,2.05,0.832,0.176,44.548,Ore,Pitram-SIM
P-0021641,2026-05-24 11:00:00,20260524,TR-003,DAY-B,11,5,A01,ACT-HAUL,41.188,t,29.58,1.996,0.73,0.187,41.188,Ore,Pitram-SIM
P-0038318,2026-05-24 11:00:00,20260524,TR-005,DAY-B,11,5,A01,ACT-HAUL,42.538,t,27.71,1.847,0.769,0.199,42.538,Ore,Pitram-SIM
P-0072375,2026-05-24 11:00:00,20260524,TR-009,DAY-B,11,5,A01,ACT-HAUL,52.388,t,37.04,2.154,0.75,0.135,52.388,Ore,Pitram-SIM
P-0096944,2026-05-24 11:00:00,20260524,TR-012,DAY-B,11,5,A01,ACT-HAUL,44.733,t,31.84,2.134,0.758,0.269,44.733,Ore,Pitram-SIM
P-0127508,2026-05-24 11:30:00,20260524,BT-004,DAY-B,11,5,A03,ACT-GS,1.278,bolts,57.05,,,,,,DeswikOps-SIM
P-0121653,2026-05-24 11:30:00,20260524,JD-004,DAY-B,11,5,A02,ACT-DEV,1.742,m,53.13,,,,,,DeswikOps-SIM
P-0119386,2026-05-24 11:30:00,20260524,JD-005,DAY-B,11,5,A02,ACT-DEV,2.508,m,64.61,,,,,,DeswikOps-SIM
P-0013273,2026-05-24 11:30:00,20260524,TR-002,DAY-B,11,5,A01,ACT-HAUL,53.472,t,35.37,2.013,0.692,0.18,53.472,Ore,Pitram-SIM
P-0021642,2026-05-24 11:30:00,20260524,TR-003,DAY-B,11,5,A01,ACT-HAUL,51.696,t,32.47,1.996,0.866,0.11,51.696,Ore,Pitram-SIM
P-0038319,2026-05-24 11:30:00,20260524,TR-005,DAY-B,11,5,A01,ACT-HAUL,45.411,t,33.47,2.018,0.767,0.359,45.411,Ore,Pitram-SIM
P-0096945,2026-05-24 11:30:00,20260524,TR-012,DAY-B,11,5,A01,ACT-HAUL,38.117,t,28.86,1.959,0.879,0.293,38.117,Ore,Pitram-SIM
P-0132854,2026-05-24 11:30:00,20260524,UV-002,DAY-B,11,5,A04,ACT-AUX,0.921,trips,37.67,,,,,,DeswikOps-SIM
P-0107532,2026-05-24 12:00:00,20260524,LH-004,DAY-B,12,6,A01,ACT-LOAD,152.304,t,22.28,0.742,0.828,0.174,152.304,Ore,Pitram-SIM
P-0013274,2026-05-24 12:00:00,20260524,TR-002,DAY-B,12,6,A01,ACT-HAUL,45.585,t,30.47,2.134,0.863,0.196,45.585,Ore,Pitram-SIM
P-0038320,2026-05-24 12:00:00,20260524,TR-005,DAY-B,12,6,A01,ACT-HAUL,43.117,t,34.3,2.207,0.605,0.247,43.117,Ore,Pitram-SIM
P-0046584,2026-05-24 12:00:00,20260524,TR-006,DAY-B,12,6,A01,ACT-HAUL,46.429,t,29.4,1.923,0.749,0.21,46.429,Ore,Pitram-SIM
P-0096946,2026-05-24 12:00:00,20260524,TR-012,DAY-B,12,6,A01,ACT-HAUL,42.472,t,33.25,1.865,0.697,0.479,42.472,Ore,Pitram-SIM
P-0132212,2026-05-24 12:00:00,20260524,UV-002,DAY-B,12,6,A02,ACT-AUX,1.039,trips,42.9,,,,,,DeswikOps-SIM
P-0109761,2026-05-24 12:30:00,20260524,LH-003,DAY-B,12,6,A01,ACT-LOAD,220.207,t,20.22,0.667,0.924,0.463,220.207,Ore,Pitram-SIM
P-0013275,2026-05-24 12:30:00,20260524,TR-002,DAY-B,12,6,A02,ACT-HAUL,47.424,t,31.38,2.132,0.821,0.46,47.424,Ore,Pitram-SIM
P-0046585,2026-05-24 12:30:00,20260524,TR-006,DAY-B,12,6,A01,ACT-HAUL,42.324,t,28.94,1.811,0.919,0.253,42.324,Ore,Pitram-SIM
P-0096947,2026-05-24 12:30:00,20260524,TR-012,DAY-B,12,6,A01,ACT-HAUL,44.875,t,32.65,2.093,0.818,0.101,44.875,Ore,Pitram-SIM
P-0102010,2026-05-24 13:00:00,20260524,LH-007,DAY-B,13,7,A01,ACT-LOAD,193.714,t,38.44,0.752,0.783,0.158,193.714,Ore,Pitram-SIM
P-0013276,2026-05-24 13:00:00,20260524,TR-002,DAY-B,13,7,A01,ACT-HAUL,55.665,t,30.63,2.112,0.756,0.25,55.665,Ore,Pitram-SIM
P-0107718,2026-05-24 13:30:00,20260524,LH-003,DAY-B,13,7,A01,ACT-LOAD,160.32,t,33.82,0.732,0.819,0.234,160.32,Ore,Pitram-SIM
P-0104081,2026-05-24 13:30:00,20260524,LH-005,DAY-B,13,7,A01,ACT-LOAD,153.122,t,20.39,0.892,0.836,0.266,153.122,Ore,Pitram-SIM
P-0013277,2026-05-24 13:30:00,20260524,TR-002,DAY-B,13,7,A01,ACT-HAUL,47.682,t,33.65,2.058,0.684,0.248,47.682,Ore,Pitram-SIM
P-0029976,2026-05-24 13:30:00,20260524,TR-004,DAY-B,13,7,A01,ACT-HAUL,47.857,t,38.08,1.951,0.645,0.579,47.857,Ore,Pitram-SIM
P-0038321,2026-05-24 13:30:00,20260524,TR-005,DAY-B,13,7,A01,ACT-HAUL,44.559,t,26.78,2.024,0.558,0.129,44.559,Ore,Pitram-SIM
P-0072376,2026-05-24 13:30:00,20260524,TR-009,DAY-B,13,7,A01,ACT-HAUL,51.126,t,32.03,2.211,0.811,0.124,51.126,Ore,Pitram-SIM
P-0132207,2026-05-24 13:30:00,20260524,UV-002,DAY-B,13,7,A04,ACT-AUX,1.003,trips,46.38,,,,,,DeswikOps-SIM
P-0123131,2026-05-24 14:00:00,20260524,JD-005,DAY-B,14,8,A02,ACT-DEV,2.038,m,52.22,,,,,,DeswikOps-SIM
