FailureID,FailureTimestamp,DateKey,UnitCode,ComponentID,FailureMode,WorkOrderID,RepairStart,RepairEnd,ActiveRepairHours,LogisticsWaitHours,TotalDownHours,SMUHours,FailureCode,SourceSystem
F-001302,2026-05-29 11:30:00,20260529,LH-003,CMP-ELE,Starter fault,WO-002636,2026-05-29 14:46:22,2026-05-29 22:37:30,7.85,3.27,11.13,12624.2,ELE-91,CMMS-SIM
F-001303,2026-06-03 15:00:00,20260603,LH-003,CMP-BRK,Brake wear alarm,WO-002638,2026-06-03 16:26:46,2026-06-04 01:18:18,8.86,1.45,10.31,12667.5,BRK-16,CMMS-SIM
F-001304,2026-06-09 04:00:00,20260609,LH-003,CMP-ENG,Fuel system fault,WO-002640,2026-06-09 08:39:35,2026-06-09 11:31:59,2.87,4.66,7.53,12748.6,ENG-35,CMMS-SIM
F-001305,2026-06-13 23:30:00,20260613,LH-003,CMP-HYD,Valve block leak,WO-002642,2026-06-14 00:45:47,2026-06-14 12:55:24,12.16,1.26,13.42,12762.5,HYD-54,CMMS-SIM
F-001306,2026-06-15 15:00:00,20260615,LH-003,CMP-ELE,Harness damage,WO-002643,2026-06-15 15:09:56,2026-06-15 22:25:11,7.25,0.17,7.42,12819.5,ELE-77,CMMS-SIM
F-001307,2026-06-18 00:00:00,20260618,LH-003,CMP-BRK,Brake pressure fault,WO-002646,2026-06-18 01:10:48,2026-06-18 04:51:36,3.68,1.18,4.86,12895.3,BRK-02,CMMS-SIM
F-001308,2026-06-23 21:30:00,20260623,LH-003,CMP-ELE,Sensor failure,WO-002651,2026-06-24 02:09:09,2026-06-24 09:17:04,7.13,4.65,11.78,12984.3,ELE-29,CMMS-SIM
F-001309,2026-06-30 01:30:00,20260630,LH-003,CMP-TYR,Track tension failure,WO-002653,2026-06-30 01:45:08,2026-06-30 02:23:23,0.64,0.25,0.89,13054.2,TYR-83,CMMS-SIM
F-001310,2026-07-08 16:30:00,20260708,LH-003,CMP-OTH,Other mechanical fault,WO-002654,2026-07-08 16:38:32,2026-07-08 18:32:26,1.9,0.14,2.04,13066.4,OTH-98,CMMS-SIM
F-001311,2026-07-09 08:30:00,20260709,LH-003,CMP-ENG,Fuel system fault,WO-002655,2026-07-09 10:32:31,2026-07-09 19:15:36,8.72,2.04,10.76,13149.5,ENG-41,CMMS-SIM
F-001312,2026-07-09 23:30:00,20260709,LH-003,CMP-ENG,Turbo fault,WO-002656,2026-07-10 03:09:01,2026-07-10 05:47:58,2.65,3.65,6.3,13164.0,ENG-13,CMMS-SIM
F-001313,2026-07-14 18:30:00,20260714,LH-003,CMP-HYD,Hose burst,WO-002658,2026-07-14 22:53:36,2026-07-15 13:21:10,14.46,4.39,18.85,13224.8,HYD-56,CMMS-SIM
F-001314,2026-07-19 07:00:00,20260719,LH-003,CMP-HYD,Boom cylinder seal leak,WO-002659,2026-07-19 07:15:39,2026-07-19 11:41:55,4.44,0.26,4.7,13294.2,HYD-14,CMMS-SIM
F-001315,2026-07-25 13:00:00,20260725,LH-003,CMP-ELE,Starter fault,WO-002662,2026-07-25 16:58:06,2026-07-26 04:46:07,11.8,3.97,15.77,13359.8,ELE-57,CMMS-SIM
F-001316,2026-07-28 03:00:00,20260728,LH-003,CMP-SVC,Service-related defect,WO-002663,2026-07-28 04:23:21,2026-07-28 08:16:53,3.89,1.39,5.28,13424.3,SVC-62,CMMS-SIM
F-001317,2026-07-31 16:30:00,20260731,LH-003,CMP-ELE,Sensor failure,WO-002666,2026-07-31 16:59:07,2026-07-31 23:02:03,6.05,0.49,6.53,13480.1,ELE-73,CMMS-SIM
F-001318,2026-08-01 23:30:00,20260801,LH-003,CMP-ELE,Sensor failure,WO-002669,2026-08-02 04:28:14,2026-08-02 14:08:14,9.67,4.97,14.64,13526.3,ELE-11,CMMS-SIM
F-001319,2026-08-10 02:00:00,20260810,LH-003,CMP-HYD,Hose burst,WO-002670,2026-08-10 02:22:40,2026-08-10 05:51:52,3.49,0.38,3.86,13572.4,HYD-39,CMMS-SIM
F-001320,2026-08-20 01:00:00,20260820,LH-003,CMP-HYD,Hose burst,WO-002672,2026-08-20 01:20:54,2026-08-20 08:31:57,7.18,0.35,7.53,13657.3,HYD-52,CMMS-SIM
F-001321,2026-08-22 10:00:00,20260822,LH-003,CMP-ENG,Turbo fault,WO-002675,2026-08-22 10:49:54,2026-08-22 22:58:40,12.15,0.83,12.98,13676.0,ENG-87,CMMS-SIM
F-001322,2026-09-04 01:30:00,20260904,LH-003,CMP-HYD,Hose burst,WO-002678,2026-09-04 02:11:37,2026-09-04 06:51:24,4.66,0.69,5.36,13716.9,HYD-63,CMMS-SIM
F-001323,2025-10-04 20:30:00,20251004,LH-004,CMP-HYD,Valve block leak,WO-002683,2025-10-04 20:45:35,2025-10-04 22:43:59,1.97,0.26,2.23,8014.4,HYD-17,CMMS-SIM
F-001324,2025-10-06 03:30:00,20251006,LH-004,CMP-SVC,Service-related defect,WO-002684,2025-10-06 08:47:29,2025-10-06 11:35:01,2.79,5.29,8.08,8075.0,SVC-54,CMMS-SIM
F-001325,2025-10-06 22:00:00,20251006,LH-004,CMP-HYD,Hose burst,WO-002685,2025-10-06 22:59:04,2025-10-07 05:13:21,6.24,0.98,7.22,8164.5,HYD-56,CMMS-SIM
F-001326,2025-10-09 19:00:00,20251009,LH-004,CMP-ENG,Cooling issue,WO-002689,2025-10-09 23:28:38,2025-10-10 02:26:32,2.96,4.48,7.44,8191.4,ENG-58,CMMS-SIM
F-001327,2025-10-14 15:30:00,20251014,LH-004,CMP-ELE,Harness damage,WO-002690,2025-10-14 17:14:19,2025-10-14 21:42:25,4.47,1.74,6.21,8230.5,ELE-63,CMMS-SIM
F-001328,2025-10-15 22:30:00,20251015,LH-004,CMP-ELE,Starter fault,WO-002692,2025-10-15 23:48:39,2025-10-16 02:21:43,2.55,1.31,3.86,8274.7,ELE-13,CMMS-SIM
F-001329,2025-10-20 04:30:00,20251020,LH-004,CMP-ELE,Sensor failure,WO-002694,2025-10-20 05:12:02,2025-10-20 10:05:03,4.88,0.7,5.58,8302.9,ELE-41,CMMS-SIM
F-001330,2025-10-25 12:00:00,20251025,LH-004,CMP-TRN,Transmission shift fault,WO-002696,2025-10-25 13:08:31,2025-10-26 03:20:28,14.2,1.14,15.34,8319.0,TRN-47,CMMS-SIM
F-001331,2025-10-26 11:00:00,20251026,LH-004,CMP-HYD,Boom cylinder seal leak,WO-002697,2025-10-26 12:38:21,2025-10-26 17:28:34,4.84,1.64,6.48,8332.8,HYD-81,CMMS-SIM
F-001332,2025-10-29 11:30:00,20251029,LH-004,CMP-TYR,Track tension failure,WO-002701,2025-10-29 12:13:06,2025-10-29 15:15:48,3.05,0.72,3.76,8379.6,TYR-73,CMMS-SIM
F-001333,2025-10-30 15:30:00,20251030,LH-004,CMP-BRK,Brake pressure fault,WO-002702,2025-10-30 18:19:53,2025-10-30 23:25:35,5.09,2.83,7.93,8433.8,BRK-21,CMMS-SIM
F-001334,2025-10-30 21:00:00,20251030,LH-004,CMP-HYD,Boom cylinder seal leak,WO-002703,2025-10-30 22:10:52,2025-10-31 01:39:01,3.47,1.18,4.65,8514.5,HYD-33,CMMS-SIM
F-001335,2025-11-06 17:00:00,20251106,LH-004,CMP-ELE,Sensor failure,WO-002709,2025-11-06 19:06:39,2025-11-06 20:47:36,1.68,2.11,3.79,8581.9,ELE-79,CMMS-SIM
F-001336,2025-11-10 22:00:00,20251110,LH-004,CMP-HYD,Hose burst,WO-002710,2025-11-10 23:12:47,2025-11-11 02:41:11,3.47,1.21,4.69,8640.5,HYD-42,CMMS-SIM
F-001337,2025-11-12 23:00:00,20251112,LH-004,CMP-BRK,Brake wear alarm,WO-002711,2025-11-13 03:55:55,2025-11-13 09:53:24,5.96,4.93,10.89,8671.0,BRK-10,CMMS-SIM
F-001338,2025-11-17 17:30:00,20251117,LH-004,CMP-ELE,Lighting circuit fault,WO-002713,2025-11-17 18:02:29,2025-11-17 23:46:57,5.74,0.54,6.28,8692.8,ELE-62,CMMS-SIM
F-001339,2025-11-19 15:30:00,20251119,LH-004,CMP-HYD,Hose burst,WO-002715,2025-11-19 16:06:31,2025-11-19 23:16:35,7.17,0.61,7.78,8740.0,HYD-43,CMMS-SIM
F-001340,2025-11-20 21:00:00,20251120,LH-004,CMP-ELE,Lighting circuit fault,WO-002716,2025-11-21 00:49:09,2025-11-21 08:11:26,7.37,3.82,11.19,8768.6,ELE-49,CMMS-SIM
F-001341,2025-11-21 06:00:00,20251121,LH-004,CMP-ELE,Harness damage,WO-002717,2025-11-21 11:18:52,2025-11-21 18:26:55,7.13,5.31,12.45,8814.3,ELE-52,CMMS-SIM
F-001342,2025-11-25 12:00:00,20251125,LH-004,CMP-ELE,Lighting circuit fault,WO-002719,2025-11-25 14:59:22,2025-11-25 21:22:47,6.39,2.99,9.38,8839.0,ELE-16,CMMS-SIM
F-001343,2025-11-27 03:30:00,20251127,LH-004,CMP-ELE,Lighting circuit fault,WO-002720,2025-11-27 04:06:02,2025-11-27 12:22:08,8.27,0.6,8.87,8920.5,ELE-07,CMMS-SIM
F-001344,2025-11-30 00:00:00,20251130,LH-004,CMP-HYD,Main pump failure,WO-002724,2025-11-30 00:52:44,2025-11-30 08:40:18,7.79,0.88,8.67,8955.6,HYD-32,CMMS-SIM
F-001345,2025-11-30 19:00:00,20251130,LH-004,CMP-BRK,Brake wear alarm,WO-002725,2025-11-30 20:06:21,2025-12-01 04:15:16,8.15,1.11,9.25,8989.1,BRK-50,CMMS-SIM
F-001346,2025-12-08 11:30:00,20251208,LH-004,CMP-ENG,Turbo fault,WO-002730,2025-12-08 12:54:58,2025-12-08 18:21:26,5.44,1.42,6.86,9048.6,ENG-68,CMMS-SIM
F-001347,2025-12-10 07:30:00,20251210,LH-004,CMP-HYD,Main pump failure,WO-002731,2025-12-10 08:42:01,2025-12-10 16:58:13,8.27,1.2,9.47,9073.8,HYD-96,CMMS-SIM
F-001348,2025-12-19 12:00:00,20251219,LH-004,CMP-HYD,Valve block leak,WO-002735,2025-12-19 14:30:02,2025-12-20 00:45:07,10.25,2.5,12.75,9160.9,HYD-11,CMMS-SIM
F-001349,2025-12-21 15:00:00,20251221,LH-004,CMP-OTH,Other mechanical fault,WO-002736,2025-12-21 18:39:18,2025-12-22 15:46:14,21.12,3.66,24.77,9190.6,OTH-61,CMMS-SIM
F-001350,2025-12-23 04:30:00,20251223,LH-004,CMP-HYD,Valve block leak,WO-002737,2025-12-23 05:36:41,2025-12-23 10:05:13,4.48,1.11,5.59,9237.9,HYD-94,CMMS-SIM
F-001351,2025-12-28 00:00:00,20251228,LH-004,CMP-ELE,Harness damage,WO-002739,2025-12-28 01:14:57,2025-12-28 07:22:33,6.13,1.25,7.38,9306.1,ELE-58,CMMS-SIM
F-001352,2026-01-01 13:00:00,20260101,LH-004,CMP-HYD,Main pump failure,WO-002742,2026-01-01 16:02:17,2026-01-01 23:33:47,7.53,3.04,10.56,9363.7,HYD-70,CMMS-SIM
F-001353,2026-01-02 05:00:00,20260102,LH-004,CMP-TYR,Sidewall damage,WO-002743,2026-01-02 06:47:45,2026-01-02 12:53:26,6.09,1.8,7.89,9380.6,TYR-59,CMMS-SIM
F-001354,2026-01-03 19:30:00,20260103,LH-004,CMP-HYD,Hose burst,WO-002744,2026-01-03 19:39:05,2026-01-04 02:15:40,6.61,0.15,6.76,9393.6,HYD-74,CMMS-SIM
F-001355,2026-01-08 02:00:00,20260108,LH-004,CMP-HYD,Hose burst,WO-002746,2026-01-08 02:08:58,2026-01-08 05:01:25,2.87,0.15,3.02,9425.3,HYD-66,CMMS-SIM
F-001356,2026-01-09 05:30:00,20260109,LH-004,CMP-ELE,Lighting circuit fault,WO-002748,2026-01-09 06:30:11,2026-01-09 21:03:22,14.55,1.0,15.56,9501.1,ELE-15,CMMS-SIM
F-001357,2026-01-11 12:00:00,20260111,LH-004,CMP-ELE,Lighting circuit fault,WO-002751,2026-01-11 12:44:04,2026-01-11 13:57:30,1.22,0.73,1.96,9529.6,ELE-03,CMMS-SIM
F-001358,2026-01-12 03:30:00,20260112,LH-004,CMP-HYD,Boom cylinder seal leak,WO-002753,2026-01-12 06:34:28,2026-01-12 11:53:40,5.32,3.07,8.39,9547.2,HYD-93,CMMS-SIM
F-001359,2026-01-12 17:00:00,20260112,LH-004,CMP-HYD,Boom cylinder seal leak,WO-002754,2026-01-12 17:46:12,2026-01-12 23:39:25,5.89,0.77,6.66,9601.5,HYD-76,CMMS-SIM
F-001360,2026-01-14 02:30:00,20260114,LH-004,CMP-ELE,Starter fault,WO-002756,2026-01-14 04:38:33,2026-01-14 06:18:41,1.67,2.14,3.81,9624.7,ELE-43,CMMS-SIM
F-001361,2026-01-16 18:30:00,20260116,LH-004,CMP-ELE,Harness damage,WO-002758,2026-01-16 20:32:58,2026-01-17 05:29:00,8.93,2.05,10.98,9681.3,ELE-54,CMMS-SIM
F-001362,2026-01-21 09:30:00,20260121,LH-004,CMP-HYD,Valve block leak,WO-002761,2026-01-21 10:02:12,2026-01-21 15:38:59,5.61,0.54,6.15,9725.0,HYD-51,CMMS-SIM
F-001363,2026-01-22 02:30:00,20260122,LH-004,CMP-ELE,Lighting circuit fault,WO-002762,2026-01-22 02:58:20,2026-01-22 06:06:56,3.14,0.47,3.62,9780.8,ELE-15,CMMS-SIM
F-001364,2026-01-24 13:00:00,20260124,LH-004,CMP-TYR,Tyre change,WO-002765,2026-01-24 15:14:52,2026-01-24 17:31:28,2.28,2.25,4.52,9863.7,TYR-45,CMMS-SIM
F-001365,2026-01-24 21:30:00,20260124,LH-004,CMP-ELE,Starter fault,WO-002767,2026-01-24 22:24:46,2026-01-25 00:39:30,2.25,0.91,3.16,9938.3,ELE-79,CMMS-SIM
F-001366,2026-01-30 04:00:00,20260130,LH-004,CMP-BRK,Brake pressure fault,WO-002771,2026-01-30 04:57:00,2026-01-30 10:18:52,5.36,0.95,6.31,9948.7,BRK-18,CMMS-SIM
F-001367,2026-02-16 10:00:00,20260216,LH-004,CMP-ELE,Lighting circuit fault,WO-002780,2026-02-16 11:23:53,2026-02-16 14:44:25,3.34,1.4,4.74,10015.1,ELE-99,CMMS-SIM
F-001368,2026-02-17 09:00:00,20260217,LH-004,CMP-ELE,Harness damage,WO-002781,2026-02-17 10:09:34,2026-02-17 11:17:38,1.13,1.16,2.29,10092.0,ELE-15,CMMS-SIM
F-001369,2026-02-21 06:30:00,20260221,LH-004,CMP-TYR,Tyre change,WO-002785,2026-02-21 08:27:56,2026-02-21 14:30:38,6.04,1.97,8.01,10175.7,TYR-40,CMMS-SIM
F-001370,2026-02-26 12:30:00,20260226,LH-004,CMP-HYD,Hose burst,WO-002788,2026-02-26 13:29:50,2026-02-26 17:41:24,4.19,1.0,5.19,10191.7,HYD-34,CMMS-SIM
F-001371,2026-02-27 14:00:00,20260227,LH-004,CMP-OTH,Other mechanical fault,WO-002789,2026-02-27 16:01:19,2026-02-27 19:44:55,3.73,2.02,5.75,10272.0,OTH-82,CMMS-SIM
F-001372,2026-03-01 14:00:00,20260301,LH-004,CMP-HYD,Boom cylinder seal leak,WO-002791,2026-03-01 14:02:45,2026-03-01 16:19:35,2.28,0.05,2.33,10336.0,HYD-68,CMMS-SIM
F-001373,2026-03-02 04:00:00,20260302,LH-004,CMP-TYR,Track tension failure,WO-002792,2026-03-02 05:29:21,2026-03-02 19:27:04,13.96,1.49,15.45,10399.5,TYR-18,CMMS-SIM
F-001374,2026-03-06 14:00:00,20260306,LH-004,CMP-TYR,Sidewall damage,WO-002793,2026-03-06 16:27:46,2026-03-06 23:17:23,6.83,2.46,9.29,10443.0,TYR-16,CMMS-SIM
F-001375,2026-03-12 13:30:00,20260312,LH-004,CMP-HYD,Hose burst,WO-002798,2026-03-12 14:36:56,2026-03-12 17:03:00,2.43,1.12,3.55,10495.9,HYD-48,CMMS-SIM
F-001376,2026-03-13 00:00:00,20260313,LH-004,CMP-HYD,Valve block leak,WO-002799,2026-03-13 01:41:58,2026-03-13 04:33:39,2.86,1.7,4.56,10528.7,HYD-58,CMMS-SIM
F-001377,2026-03-16 17:30:00,20260316,LH-004,CMP-ELE,Lighting circuit fault,WO-002801,2026-03-16 19:13:11,2026-03-16 21:48:47,2.59,1.72,4.31,10583.4,ELE-87,CMMS-SIM
F-001378,2026-03-21 12:30:00,20260321,LH-004,CMP-TRN,Transmission shift fault,WO-002808,2026-03-21 16:06:39,2026-03-21 23:02:06,6.92,3.61,10.54,10623.4,TRN-62,CMMS-SIM
F-001379,2026-03-22 07:30:00,20260322,LH-004,CMP-BRK,Brake wear alarm,WO-002809,2026-03-22 09:05:14,2026-03-22 16:28:18,7.38,1.59,8.97,10643.9,BRK-03,CMMS-SIM
F-001380,2026-03-27 05:00:00,20260327,LH-004,CMP-BRK,Brake pressure fault,WO-002811,2026-03-27 06:10:56,2026-03-27 11:25:02,5.23,1.18,6.42,10733.2,BRK-28,CMMS-SIM
F-001381,2026-03-27 15:30:00,20260327,LH-004,CMP-TYR,Track tension failure,WO-002812,2026-03-27 16:17:21,2026-03-27 19:42:00,3.41,0.79,4.2,10776.7,TYR-81,CMMS-SIM
F-001382,2026-03-30 13:30:00,20260330,LH-004,CMP-HYD,Valve block leak,WO-002815,2026-03-30 17:28:01,2026-03-31 01:27:34,7.99,3.97,11.96,10859.0,HYD-16,CMMS-SIM
F-001383,2026-04-01 19:00:00,20260401,LH-004,CMP-ELE,Harness damage,WO-002819,2026-04-01 20:22:31,2026-04-02 00:47:58,4.42,1.38,5.8,10919.9,ELE-14,CMMS-SIM
F-001384,2026-04-02 13:30:00,20260402,LH-004,CMP-HYD,Hose burst,WO-002820,2026-04-02 13:58:43,2026-04-02 20:08:24,6.16,0.48,6.64,10997.3,HYD-37,CMMS-SIM
F-001385,2026-04-03 09:00:00,20260403,LH-004,CMP-ELE,Sensor failure,WO-002821,2026-04-03 09:47:34,2026-04-03 13:12:36,3.42,0.79,4.21,11027.2,ELE-95,CMMS-SIM
F-001386,2026-04-04 13:00:00,20260404,LH-004,CMP-HYD,Boom cylinder seal leak,WO-002822,2026-04-04 14:49:59,2026-04-04 22:53:52,8.06,1.83,9.9,11100.6,HYD-46,CMMS-SIM
F-001387,2026-04-06 23:30:00,20260406,LH-004,CMP-HYD,Hose burst,WO-002823,2026-04-07 02:02:01,2026-04-07 03:58:29,1.94,2.53,4.47,11151.1,HYD-84,CMMS-SIM
F-001388,2026-04-07 23:30:00,20260407,LH-004,CMP-ELE,Sensor failure,WO-002825,2026-04-07 23:57:14,2026-04-08 08:47:04,8.83,0.45,9.28,11185.0,ELE-32,CMMS-SIM
F-001389,2026-04-08 09:30:00,20260408,LH-004,CMP-ELE,Harness damage,WO-002826,2026-04-08 09:38:45,2026-04-08 10:59:39,1.35,0.15,1.49,11261.4,ELE-56,CMMS-SIM
F-001390,2026-04-14 01:00:00,20260414,LH-004,CMP-HYD,Main pump failure,WO-002828,2026-04-14 03:42:17,2026-04-14 09:36:13,5.9,2.7,8.6,11306.6,HYD-17,CMMS-SIM
F-001391,2026-04-16 01:00:00,20260416,LH-004,CMP-HYD,Hose burst,WO-002829,2026-04-16 06:14:08,2026-04-16 09:11:39,2.96,5.24,8.19,11332.2,HYD-42,CMMS-SIM
F-001392,2026-04-18 22:30:00,20260418,LH-004,CMP-TYR,Sidewall damage,WO-002831,2026-04-18 23:11:39,2026-04-19 04:56:52,5.75,0.69,6.45,11366.1,TYR-46,CMMS-SIM
F-001393,2026-04-19 15:00:00,20260419,LH-004,CMP-HYD,Valve block leak,WO-002832,2026-04-19 15:05:43,2026-04-20 00:37:23,9.53,0.1,9.62,11425.5,HYD-21,CMMS-SIM
F-001394,2026-04-20 20:00:00,20260420,LH-004,CMP-HYD,Main pump failure,WO-002833,2026-04-20 22:56:19,2026-04-21 07:50:30,8.9,2.94,11.84,11502.4,HYD-20,CMMS-SIM
F-001395,2026-04-21 08:00:00,20260421,LH-004,CMP-HYD,Valve block leak,WO-002834,2026-04-21 08:48:25,2026-04-21 13:02:50,4.24,0.81,5.05,11519.3,HYD-40,CMMS-SIM
F-001396,2026-04-23 14:00:00,20260423,LH-004,CMP-HYD,Valve block leak,WO-002836,2026-04-23 15:32:41,2026-04-23 22:11:19,6.64,1.54,8.19,11557.9,HYD-95,CMMS-SIM
F-001397,2026-05-02 19:00:00,20260502,LH-004,CMP-ELE,Sensor failure,WO-002841,2026-05-02 21:09:09,2026-05-03 06:58:27,9.82,2.15,11.97,11598.4,ELE-15,CMMS-SIM
F-001398,2026-05-03 11:30:00,20260503,LH-004,CMP-TYR,Sidewall damage,WO-002842,2026-05-03 13:20:50,2026-05-03 14:59:00,1.64,1.85,3.48,11658.0,TYR-66,CMMS-SIM
F-001399,2026-05-11 20:30:00,20260511,LH-004,CMP-ELE,Harness damage,WO-002850,2026-05-11 22:44:06,2026-05-12 07:58:37,9.24,2.24,11.48,11729.6,ELE-99,CMMS-SIM
F-001400,2026-05-21 01:30:00,20260521,LH-004,CMP-TYR,Sidewall damage,WO-002854,2026-05-21 02:55:42,2026-05-21 07:39:30,4.73,1.43,6.16,11780.8,TYR-72,CMMS-SIM
F-001401,2026-05-24 02:00:00,20260524,LH-004,CMP-ENG,Turbo fault,WO-002855,2026-05-24 02:35:14,2026-05-24 04:34:52,1.99,0.59,2.58,11838.5,ENG-46,CMMS-SIM
F-001402,2026-05-29 09:00:00,20260529,LH-004,CMP-TYR,Track tension failure,WO-002857,2026-05-29 11:04:25,2026-05-29 16:37:01,5.54,2.07,7.62,11850.3,TYR-87,CMMS-SIM
F-001403,2026-05-30 17:00:00,20260530,LH-004,CMP-BRK,Brake wear alarm,WO-002859,2026-05-30 19:59:43,2026-05-31 06:44:13,10.74,3.0,13.74,11897.0,BRK-22,CMMS-SIM
F-001404,2026-06-12 15:00:00,20260612,LH-004,CMP-SVC,Service-related defect,WO-002864,2026-06-12 15:58:08,2026-06-12 21:01:51,5.06,0.97,6.03,11908.6,SVC-67,CMMS-SIM
F-001405,2026-06-15 06:00:00,20260615,LH-004,CMP-HYD,Boom cylinder seal leak,WO-002865,2026-06-15 08:39:10,2026-06-15 14:34:26,5.92,2.65,8.57,11992.1,HYD-92,CMMS-SIM
F-001406,2026-06-15 21:00:00,20260615,LH-004,CMP-ELE,Sensor failure,WO-002866,2026-06-15 22:03:37,2026-06-16 10:36:40,12.55,1.06,13.61,12019.4,ELE-08,CMMS-SIM
F-001407,2026-06-17 13:00:00,20260617,LH-004,CMP-HYD,Valve block leak,WO-002868,2026-06-17 14:14:01,2026-06-17 17:46:35,3.54,1.23,4.78,12063.4,HYD-68,CMMS-SIM
F-001408,2026-06-24 16:30:00,20260624,LH-004,CMP-HYD,Hose burst,WO-002870,2026-06-24 17:52:00,2026-06-25 01:40:10,7.8,1.37,9.17,12093.1,HYD-20,CMMS-SIM
F-001409,2026-06-24 20:00:00,20260624,LH-004,CMP-HYD,Main pump failure,WO-002871,2026-06-24 20:07:48,2026-06-24 22:30:57,2.39,0.13,2.52,12150.9,HYD-76,CMMS-SIM
F-001410,2026-06-29 22:00:00,20260629,LH-004,CMP-BRK,Brake wear alarm,WO-002872,2026-06-30 00:24:53,2026-06-30 04:02:47,3.63,2.41,6.05,12209.5,BRK-31,CMMS-SIM
F-001411,2026-07-02 12:00:00,20260702,LH-004,CMP-ENG,Fuel system fault,WO-002873,2026-07-02 13:19:22,2026-07-02 22:43:45,9.41,1.32,10.73,12266.0,ENG-63,CMMS-SIM
F-001412,2026-07-03 05:30:00,20260703,LH-004,CMP-HYD,Boom cylinder seal leak,WO-002874,2026-07-03 05:52:49,2026-07-03 08:24:22,2.53,0.38,2.91,12318.3,HYD-42,CMMS-SIM
F-001413,2026-07-04 17:30:00,20260704,LH-004,CMP-ELE,Harness damage,WO-002876,2026-07-04 19:07:02,2026-07-05 01:14:23,6.12,1.62,7.74,12367.5,ELE-47,CMMS-SIM
F-001414,2026-07-05 22:00:00,20260705,LH-004,CMP-HYD,Valve block leak,WO-002877,2026-07-05 22:55:30,2026-07-06 01:20:14,2.41,0.93,3.34,12385.3,HYD-64,CMMS-SIM
F-001415,2026-07-08 21:00:00,20260708,LH-004,CMP-TYR,Sidewall damage,WO-002879,2026-07-08 22:40:24,2026-07-09 10:36:20,11.93,1.67,13.61,12397.0,TYR-05,CMMS-SIM
F-001416,2026-07-11 23:30:00,20260711,LH-004,CMP-ELE,Sensor failure,WO-002881,2026-07-12 00:05:28,2026-07-12 07:33:16,7.46,0.59,8.05,12407.2,ELE-52,CMMS-SIM
F-001417,2026-07-16 22:00:00,20260716,LH-004,CMP-TYR,Track tension failure,WO-002883,2026-07-17 00:44:16,2026-07-17 06:31:19,5.78,2.74,8.52,12426.9,TYR-99,CMMS-SIM
F-001418,2026-07-19 22:30:00,20260719,LH-004,CMP-TYR,Track tension failure,WO-002884,2026-07-19 23:07:12,2026-07-20 08:23:19,9.27,0.62,9.89,12444.3,TYR-15,CMMS-SIM
F-001419,2026-07-21 04:30:00,20260721,LH-004,CMP-TYR,Track tension failure,WO-002885,2026-07-21 04:30:30,2026-07-21 06:44:19,2.23,0.01,2.24,12480.4,TYR-84,CMMS-SIM
F-001420,2026-07-22 19:00:00,20260722,LH-004,CMP-ELE,Harness damage,WO-002886,2026-07-22 20:42:46,2026-07-23 02:18:07,5.59,1.71,7.3,12492.6,ELE-04,CMMS-SIM
F-001421,2026-07-25 12:00:00,20260725,LH-004,CMP-TYR,Track tension failure,WO-002887,2026-07-25 13:13:25,2026-07-25 20:01:44,6.81,1.22,8.03,12558.3,TYR-66,CMMS-SIM
F-001422,2026-07-25 19:00:00,20260725,LH-004,CMP-TYR,Sidewall damage,WO-002888,2026-07-25 20:00:43,2026-07-26 06:11:08,10.17,1.01,11.19,12571.2,TYR-21,CMMS-SIM
F-001423,2026-07-30 15:30:00,20260730,LH-004,CMP-ELE,Sensor failure,WO-002889,2026-07-30 16:55:58,2026-07-30 22:00:01,5.07,1.43,6.5,12634.4,ELE-53,CMMS-SIM
F-001424,2026-08-02 01:00:00,20260802,LH-004,CMP-HYD,Valve block leak,WO-002890,2026-08-02 01:48:17,2026-08-02 06:30:17,4.7,0.8,5.5,12700.5,HYD-24,CMMS-SIM
F-001425,2026-08-04 13:30:00,20260804,LH-004,CMP-TYR,Track tension failure,WO-002892,2026-08-04 16:34:54,2026-08-04 18:42:35,2.13,3.08,5.21,12726.9,TYR-76,CMMS-SIM
F-001426,2026-08-05 04:00:00,20260805,LH-004,CMP-ELE,Lighting circuit fault,WO-002893,2026-08-05 04:31:16,2026-08-05 07:01:22,2.5,0.52,3.02,12803.1,ELE-90,CMMS-SIM
F-001427,2026-08-21 12:00:00,20260821,LH-004,CMP-TRN,Torque converter issue,WO-002900,2026-08-21 14:24:08,2026-08-21 16:34:00,2.16,2.4,4.57,12851.5,TRN-49,CMMS-SIM
F-001428,2026-08-23 07:00:00,20260823,LH-004,CMP-TYR,Sidewall damage,WO-002901,2026-08-23 09:46:00,2026-08-23 20:00:44,10.25,2.77,13.01,12923.7,TYR-95,CMMS-SIM
F-001429,2026-09-03 17:30:00,20260903,LH-004,CMP-ELE,Harness damage,WO-002904,2026-09-03 18:29:01,2026-09-04 04:42:20,10.22,0.98,11.21,12939.2,ELE-05,CMMS-SIM
F-001430,2026-09-07 19:00:00,20260907,LH-004,CMP-TYR,Sidewall damage,WO-002905,2026-09-08 00:13:43,2026-09-08 06:00:07,5.77,5.23,11.0,12989.1,TYR-77,CMMS-SIM
F-001431,2026-09-10 19:00:00,20260910,LH-004,CMP-TYR,Track tension failure,WO-002906,2026-09-10 20:18:43,2026-09-11 05:12:47,8.9,1.31,10.21,13054.3,TYR-16,CMMS-SIM
