RosterRecordID,DateKey,ShiftKey,UnitCode,CrewName,OperatorAssigned,OperatorSkillIndex,PlannedAreaID,SourceSystem
RR-0010857,20260228,NIGHT-A,JD-001,Night A,1,0.932,A02,Roster-SIM
RR-0010858,20260228,NIGHT-A,JD-002,Night A,0,0.828,A02,Roster-SIM
RR-0010859,20260228,NIGHT-A,JD-003,Night A,1,0.755,A02,Roster-SIM
RR-0010860,20260228,NIGHT-A,JD-004,Night A,1,0.753,A02,Roster-SIM
RR-0010861,20260228,NIGHT-A,JD-005,Night A,1,0.777,A02,Roster-SIM
RR-0010862,20260228,NIGHT-A,JD-006,Night A,1,0.664,A02,Roster-SIM
RR-0010863,20260228,NIGHT-A,BT-001,Night A,1,0.805,A03,Roster-SIM
RR-0010864,20260228,NIGHT-A,BT-002,Night A,1,0.779,A03,Roster-SIM
RR-0010865,20260228,NIGHT-A,BT-003,Night A,1,0.82,A03,Roster-SIM
RR-0010866,20260228,NIGHT-A,BT-004,Night A,1,0.798,A03,Roster-SIM
RR-0010867,20260228,NIGHT-A,BT-005,Night A,1,0.85,A03,Roster-SIM
RR-0010868,20260228,NIGHT-A,BT-006,Night A,1,0.782,A03,Roster-SIM
RR-0010869,20260228,NIGHT-A,UV-001,Night A,0,0.779,A04,Roster-SIM
RR-0010870,20260228,NIGHT-A,UV-002,Night A,1,0.784,A04,Roster-SIM
RR-0010871,20260228,NIGHT-A,UV-003,Night A,1,0.752,A04,Roster-SIM
RR-0010872,20260228,NIGHT-A,UV-004,Night A,1,0.89,A04,Roster-SIM
RR-0010873,20260301,DAY-B,TR-001,Day B,1,0.727,A01,Roster-SIM
RR-0010874,20260301,DAY-B,TR-002,Day B,1,0.802,A01,Roster-SIM
RR-0010875,20260301,DAY-B,TR-003,Day B,1,0.736,A01,Roster-SIM
RR-0010876,20260301,DAY-B,TR-004,Day B,1,0.755,A01,Roster-SIM
RR-0010877,20260301,DAY-B,TR-005,Day B,1,0.924,A01,Roster-SIM
RR-0010878,20260301,DAY-B,TR-006,Day B,1,0.813,A01,Roster-SIM
RR-0010879,20260301,DAY-B,TR-007,Day B,0,0.729,A01,Roster-SIM
RR-0010880,20260301,DAY-B,TR-008,Day B,0,0.779,A01,Roster-SIM
RR-0010881,20260301,DAY-B,TR-009,Day B,0,0.763,A01,Roster-SIM
RR-0010882,20260301,DAY-B,TR-010,Day B,1,0.843,A01,Roster-SIM
RR-0010883,20260301,DAY-B,TR-011,Day B,1,0.71,A01,Roster-SIM
RR-0010884,20260301,DAY-B,TR-012,Day B,1,0.785,A01,Roster-SIM
RR-0010885,20260301,DAY-B,LH-001,Day B,1,0.876,A01,Roster-SIM
RR-0010886,20260301,DAY-B,LH-002,Day B,0,0.732,A01,Roster-SIM
RR-0010887,20260301,DAY-B,LH-003,Day B,1,0.79,A01,Roster-SIM
RR-0010888,20260301,DAY-B,LH-004,Day B,1,0.814,A01,Roster-SIM
RR-0010889,20260301,DAY-B,LH-005,Day B,1,0.768,A01,Roster-SIM
RR-0010890,20260301,DAY-B,LH-006,Day B,1,0.766,A01,Roster-SIM
RR-0010891,20260301,DAY-B,LH-007,Day B,1,0.623,A01,Roster-SIM
RR-0010892,20260301,DAY-B,LH-008,Day B,1,0.876,A01,Roster-SIM
RR-0010893,20260301,DAY-B,JD-001,Day B,0,0.713,A02,Roster-SIM
RR-0010894,20260301,DAY-B,JD-002,Day B,1,0.877,A02,Roster-SIM
RR-0010895,20260301,DAY-B,JD-003,Day B,1,0.868,A02,Roster-SIM
RR-0010896,20260301,DAY-B,JD-004,Day B,0,0.826,A02,Roster-SIM
RR-0010897,20260301,DAY-B,JD-005,Day B,1,0.869,A02,Roster-SIM
RR-0010898,20260301,DAY-B,JD-006,Day B,1,0.703,A02,Roster-SIM
RR-0010899,20260301,DAY-B,BT-001,Day B,1,0.851,A03,Roster-SIM
RR-0010900,20260301,DAY-B,BT-002,Day B,1,0.73,A03,Roster-SIM
RR-0010901,20260301,DAY-B,BT-003,Day B,1,0.673,A03,Roster-SIM
RR-0010902,20260301,DAY-B,BT-004,Day B,1,0.698,A03,Roster-SIM
RR-0010903,20260301,DAY-B,BT-005,Day B,1,0.694,A03,Roster-SIM
RR-0010904,20260301,DAY-B,BT-006,Day B,0,0.576,A03,Roster-SIM
RR-0010905,20260301,DAY-B,UV-001,Day B,1,0.899,A04,Roster-SIM
RR-0010906,20260301,DAY-B,UV-002,Day B,1,0.9,A04,Roster-SIM
RR-0010907,20260301,DAY-B,UV-003,Day B,1,0.787,A04,Roster-SIM
RR-0010908,20260301,DAY-B,UV-004,Day B,1,0.764,A04,Roster-SIM
RR-0010909,20260301,NIGHT-A,TR-001,Night A,1,0.698,A01,Roster-SIM
RR-0010910,20260301,NIGHT-A,TR-002,Night A,1,0.804,A01,Roster-SIM
RR-0010911,20260301,NIGHT-A,TR-003,Night A,1,0.625,A01,Roster-SIM
RR-0010912,20260301,NIGHT-A,TR-004,Night A,1,0.914,A01,Roster-SIM
RR-0010913,20260301,NIGHT-A,TR-005,Night A,1,0.77,A01,Roster-SIM
RR-0010914,20260301,NIGHT-A,TR-006,Night A,1,0.732,A01,Roster-SIM
RR-0010915,20260301,NIGHT-A,TR-007,Night A,1,0.794,A01,Roster-SIM
RR-0010916,20260301,NIGHT-A,TR-008,Night A,1,0.83,A01,Roster-SIM
RR-0010917,20260301,NIGHT-A,TR-009,Night A,1,0.85,A01,Roster-SIM
RR-0010918,20260301,NIGHT-A,TR-010,Night A,1,0.85,A01,Roster-SIM
RR-0010919,20260301,NIGHT-A,TR-011,Night A,0,0.689,A01,Roster-SIM
RR-0010920,20260301,NIGHT-A,TR-012,Night A,1,0.682,A01,Roster-SIM
RR-0010921,20260301,NIGHT-A,LH-001,Night A,1,0.868,A01,Roster-SIM
RR-0010922,20260301,NIGHT-A,LH-002,Night A,1,0.837,A01,Roster-SIM
RR-0010923,20260301,NIGHT-A,LH-003,Night A,1,0.842,A01,Roster-SIM
RR-0010924,20260301,NIGHT-A,LH-004,Night A,1,0.618,A01,Roster-SIM
RR-0010925,20260301,NIGHT-A,LH-005,Night A,0,0.813,A01,Roster-SIM
RR-0010926,20260301,NIGHT-A,LH-006,Night A,1,0.842,A01,Roster-SIM
RR-0010927,20260301,NIGHT-A,LH-007,Night A,1,0.721,A01,Roster-SIM
RR-0010928,20260301,NIGHT-A,LH-008,Night A,1,0.79,A01,Roster-SIM
RR-0010929,20260301,NIGHT-A,JD-001,Night A,1,0.724,A02,Roster-SIM
RR-0010930,20260301,NIGHT-A,JD-002,Night A,1,0.794,A02,Roster-SIM
RR-0010931,20260301,NIGHT-A,JD-003,Night A,1,0.629,A02,Roster-SIM
RR-0010932,20260301,NIGHT-A,JD-004,Night A,0,0.691,A02,Roster-SIM
RR-0010933,20260301,NIGHT-A,JD-005,Night A,1,0.681,A02,Roster-SIM
RR-0010934,20260301,NIGHT-A,JD-006,Night A,1,0.798,A02,Roster-SIM
RR-0010935,20260301,NIGHT-A,BT-001,Night A,1,0.75,A03,Roster-SIM
RR-0010936,20260301,NIGHT-A,BT-002,Night A,0,0.832,A03,Roster-SIM
RR-0010937,20260301,NIGHT-A,BT-003,Night A,1,0.778,A03,Roster-SIM
RR-0010938,20260301,NIGHT-A,BT-004,Night A,1,0.766,A03,Roster-SIM
RR-0010939,20260301,NIGHT-A,BT-005,Night A,1,0.802,A03,Roster-SIM
RR-0010940,20260301,NIGHT-A,BT-006,Night A,1,0.929,A03,Roster-SIM
RR-0010941,20260301,NIGHT-A,UV-001,Night A,1,0.855,A04,Roster-SIM
RR-0010942,20260301,NIGHT-A,UV-002,Night A,0,0.67,A04,Roster-SIM
RR-0010943,20260301,NIGHT-A,UV-003,Night A,1,0.793,A04,Roster-SIM
RR-0010944,20260301,NIGHT-A,UV-004,Night A,1,0.785,A04,Roster-SIM
RR-0010945,20260302,DAY-A,TR-001,Day A,1,0.934,A01,Roster-SIM
RR-0010946,20260302,DAY-A,TR-002,Day A,1,0.932,A01,Roster-SIM
RR-0010947,20260302,DAY-A,TR-003,Day A,1,0.847,A01,Roster-SIM
RR-0010948,20260302,DAY-A,TR-004,Day A,1,0.8,A01,Roster-SIM
RR-0010949,20260302,DAY-A,TR-005,Day A,1,0.951,A01,Roster-SIM
RR-0010950,20260302,DAY-A,TR-006,Day A,1,0.711,A01,Roster-SIM
RR-0010951,20260302,DAY-A,TR-007,Day A,1,0.848,A01,Roster-SIM
RR-0010952,20260302,DAY-A,TR-008,Day A,1,0.735,A01,Roster-SIM
RR-0010953,20260302,DAY-A,TR-009,Day A,1,0.85,A01,Roster-SIM
RR-0010954,20260302,DAY-A,TR-010,Day A,1,0.685,A01,Roster-SIM
RR-0010955,20260302,DAY-A,TR-011,Day A,1,0.851,A01,Roster-SIM
RR-0010956,20260302,DAY-A,TR-012,Day A,1,0.848,A01,Roster-SIM
RR-0010957,20260302,DAY-A,LH-001,Day A,1,0.797,A01,Roster-SIM
RR-0010958,20260302,DAY-A,LH-002,Day A,1,0.82,A01,Roster-SIM
RR-0010959,20260302,DAY-A,LH-003,Day A,1,0.932,A01,Roster-SIM
RR-0010960,20260302,DAY-A,LH-004,Day A,1,0.894,A01,Roster-SIM
RR-0010961,20260302,DAY-A,LH-005,Day A,1,0.784,A01,Roster-SIM
RR-0010962,20260302,DAY-A,LH-006,Day A,1,0.794,A01,Roster-SIM
RR-0010963,20260302,DAY-A,LH-007,Day A,1,0.796,A01,Roster-SIM
RR-0010964,20260302,DAY-A,LH-008,Day A,1,0.872,A01,Roster-SIM
RR-0010965,20260302,DAY-A,JD-001,Day A,1,0.807,A02,Roster-SIM
RR-0010966,20260302,DAY-A,JD-002,Day A,1,0.982,A02,Roster-SIM
RR-0010967,20260302,DAY-A,JD-003,Day A,1,0.794,A02,Roster-SIM
RR-0010968,20260302,DAY-A,JD-004,Day A,1,0.833,A02,Roster-SIM
RR-0010969,20260302,DAY-A,JD-005,Day A,1,0.821,A02,Roster-SIM
RR-0010970,20260302,DAY-A,JD-006,Day A,1,0.859,A02,Roster-SIM
RR-0010971,20260302,DAY-A,BT-001,Day A,1,0.944,A03,Roster-SIM
RR-0010972,20260302,DAY-A,BT-002,Day A,1,0.877,A03,Roster-SIM
RR-0010973,20260302,DAY-A,BT-003,Day A,1,0.864,A03,Roster-SIM
RR-0010974,20260302,DAY-A,BT-004,Day A,1,0.822,A03,Roster-SIM
RR-0010975,20260302,DAY-A,BT-005,Day A,1,0.787,A03,Roster-SIM
RR-0010976,20260302,DAY-A,BT-006,Day A,1,0.901,A03,Roster-SIM
RR-0010977,20260302,DAY-A,UV-001,Day A,1,0.775,A04,Roster-SIM
RR-0010978,20260302,DAY-A,UV-002,Day A,1,0.748,A04,Roster-SIM
RR-0010979,20260302,DAY-A,UV-003,Day A,1,0.739,A04,Roster-SIM
RR-0010980,20260302,DAY-A,UV-004,Day A,1,0.874,A04,Roster-SIM
RR-0010981,20260302,NIGHT-B,TR-001,Night B,1,0.782,A01,Roster-SIM
RR-0010982,20260302,NIGHT-B,TR-002,Night B,1,0.725,A01,Roster-SIM
RR-0010983,20260302,NIGHT-B,TR-003,Night B,1,0.747,A01,Roster-SIM
RR-0010984,20260302,NIGHT-B,TR-004,Night B,1,0.814,A01,Roster-SIM
RR-0010985,20260302,NIGHT-B,TR-005,Night B,0,0.644,A01,Roster-SIM
RR-0010986,20260302,NIGHT-B,TR-006,Night B,0,0.808,A01,Roster-SIM
RR-0010987,20260302,NIGHT-B,TR-007,Night B,1,0.764,A01,Roster-SIM
RR-0010988,20260302,NIGHT-B,TR-008,Night B,1,0.64,A01,Roster-SIM
RR-0010989,20260302,NIGHT-B,TR-009,Night B,1,0.789,A01,Roster-SIM
RR-0010990,20260302,NIGHT-B,TR-010,Night B,0,0.825,A01,Roster-SIM
RR-0010991,20260302,NIGHT-B,TR-011,Night B,1,0.592,A01,Roster-SIM
RR-0010992,20260302,NIGHT-B,TR-012,Night B,1,0.812,A01,Roster-SIM
RR-0010993,20260302,NIGHT-B,LH-001,Night B,1,0.905,A01,Roster-SIM
RR-0010994,20260302,NIGHT-B,LH-002,Night B,1,0.86,A01,Roster-SIM
RR-0010995,20260302,NIGHT-B,LH-003,Night B,0,0.834,A01,Roster-SIM
RR-0010996,20260302,NIGHT-B,LH-004,Night B,0,0.704,A01,Roster-SIM
RR-0010997,20260302,NIGHT-B,LH-005,Night B,0,0.598,A01,Roster-SIM
RR-0010998,20260302,NIGHT-B,LH-006,Night B,1,0.777,A01,Roster-SIM
RR-0010999,20260302,NIGHT-B,LH-007,Night B,1,0.777,A01,Roster-SIM
RR-0011000,20260302,NIGHT-B,LH-008,Night B,1,0.795,A01,Roster-SIM
RR-0011001,20260302,NIGHT-B,JD-001,Night B,1,0.934,A02,Roster-SIM
RR-0011002,20260302,NIGHT-B,JD-002,Night B,1,0.832,A02,Roster-SIM
RR-0011003,20260302,NIGHT-B,JD-003,Night B,1,0.784,A02,Roster-SIM
RR-0011004,20260302,NIGHT-B,JD-004,Night B,0,0.831,A02,Roster-SIM
RR-0011005,20260302,NIGHT-B,JD-005,Night B,1,0.858,A02,Roster-SIM
RR-0011006,20260302,NIGHT-B,JD-006,Night B,1,0.88,A02,Roster-SIM
RR-0011007,20260302,NIGHT-B,BT-001,Night B,0,0.734,A03,Roster-SIM
RR-0011008,20260302,NIGHT-B,BT-002,Night B,1,0.853,A03,Roster-SIM
RR-0011009,20260302,NIGHT-B,BT-003,Night B,1,0.831,A03,Roster-SIM
RR-0011010,20260302,NIGHT-B,BT-004,Night B,1,0.699,A03,Roster-SIM
RR-0011011,20260302,NIGHT-B,BT-005,Night B,1,0.707,A03,Roster-SIM
RR-0011012,20260302,NIGHT-B,BT-006,Night B,0,0.701,A03,Roster-SIM
RR-0011013,20260302,NIGHT-B,UV-001,Night B,1,0.792,A04,Roster-SIM
RR-0011014,20260302,NIGHT-B,UV-002,Night B,1,0.825,A04,Roster-SIM
RR-0011015,20260302,NIGHT-B,UV-003,Night B,1,0.901,A04,Roster-SIM
RR-0011016,20260302,NIGHT-B,UV-004,Night B,1,0.792,A04,Roster-SIM
RR-0011017,20260303,DAY-A,TR-001,Day A,1,0.986,A01,Roster-SIM
RR-0011018,20260303,DAY-A,TR-002,Day A,1,0.782,A01,Roster-SIM
RR-0011019,20260303,DAY-A,TR-003,Day A,1,1.0,A01,Roster-SIM
RR-0011020,20260303,DAY-A,TR-004,Day A,1,0.884,A01,Roster-SIM
RR-0011021,20260303,DAY-A,TR-005,Day A,1,0.853,A01,Roster-SIM
RR-0011022,20260303,DAY-A,TR-006,Day A,1,0.912,A01,Roster-SIM
RR-0011023,20260303,DAY-A,TR-007,Day A,1,0.867,A01,Roster-SIM
RR-0011024,20260303,DAY-A,TR-008,Day A,1,0.819,A01,Roster-SIM
RR-0011025,20260303,DAY-A,TR-009,Day A,1,0.969,A01,Roster-SIM
RR-0011026,20260303,DAY-A,TR-010,Day A,1,0.852,A01,Roster-SIM
RR-0011027,20260303,DAY-A,TR-011,Day A,1,0.796,A01,Roster-SIM
RR-0011028,20260303,DAY-A,TR-012,Day A,1,0.931,A01,Roster-SIM
RR-0011029,20260303,DAY-A,LH-001,Day A,1,0.929,A01,Roster-SIM
RR-0011030,20260303,DAY-A,LH-002,Day A,1,0.783,A01,Roster-SIM
RR-0011031,20260303,DAY-A,LH-003,Day A,1,0.777,A01,Roster-SIM
RR-0011032,20260303,DAY-A,LH-004,Day A,1,0.823,A01,Roster-SIM
RR-0011033,20260303,DAY-A,LH-005,Day A,1,0.874,A01,Roster-SIM
RR-0011034,20260303,DAY-A,LH-006,Day A,1,0.723,A01,Roster-SIM
RR-0011035,20260303,DAY-A,LH-007,Day A,1,0.868,A01,Roster-SIM
RR-0011036,20260303,DAY-A,LH-008,Day A,1,0.763,A01,Roster-SIM
RR-0011037,20260303,DAY-A,JD-001,Day A,1,0.786,A02,Roster-SIM
RR-0011038,20260303,DAY-A,JD-002,Day A,1,0.948,A02,Roster-SIM
RR-0011039,20260303,DAY-A,JD-003,Day A,1,0.836,A02,Roster-SIM
RR-0011040,20260303,DAY-A,JD-004,Day A,1,0.705,A02,Roster-SIM
RR-0011041,20260303,DAY-A,JD-005,Day A,1,0.872,A02,Roster-SIM
RR-0011042,20260303,DAY-A,JD-006,Day A,1,0.773,A02,Roster-SIM
RR-0011043,20260303,DAY-A,BT-001,Day A,0,0.872,A03,Roster-SIM
RR-0011044,20260303,DAY-A,BT-002,Day A,1,0.759,A03,Roster-SIM
RR-0011045,20260303,DAY-A,BT-003,Day A,1,0.803,A03,Roster-SIM
RR-0011046,20260303,DAY-A,BT-004,Day A,1,0.794,A03,Roster-SIM
RR-0011047,20260303,DAY-A,BT-005,Day A,1,0.858,A03,Roster-SIM
RR-0011048,20260303,DAY-A,BT-006,Day A,1,0.935,A03,Roster-SIM
RR-0011049,20260303,DAY-A,UV-001,Day A,1,0.975,A04,Roster-SIM
RR-0011050,20260303,DAY-A,UV-002,Day A,1,0.723,A04,Roster-SIM
RR-0011051,20260303,DAY-A,UV-003,Day A,1,0.815,A04,Roster-SIM
RR-0011052,20260303,DAY-A,UV-004,Day A,1,0.861,A04,Roster-SIM
RR-0011053,20260303,NIGHT-B,TR-001,Night B,1,0.691,A01,Roster-SIM
RR-0011054,20260303,NIGHT-B,TR-002,Night B,1,0.854,A01,Roster-SIM
RR-0011055,20260303,NIGHT-B,TR-003,Night B,1,0.796,A01,Roster-SIM
RR-0011056,20260303,NIGHT-B,TR-004,Night B,1,0.653,A01,Roster-SIM
RR-0011057,20260303,NIGHT-B,TR-005,Night B,1,0.772,A01,Roster-SIM
RR-0011058,20260303,NIGHT-B,TR-006,Night B,0,0.663,A01,Roster-SIM
RR-0011059,20260303,NIGHT-B,TR-007,Night B,1,0.805,A01,Roster-SIM
RR-0011060,20260303,NIGHT-B,TR-008,Night B,1,0.777,A01,Roster-SIM
RR-0011061,20260303,NIGHT-B,TR-009,Night B,1,0.907,A01,Roster-SIM
RR-0011062,20260303,NIGHT-B,TR-010,Night B,1,0.808,A01,Roster-SIM
RR-0011063,20260303,NIGHT-B,TR-011,Night B,0,0.895,A01,Roster-SIM
RR-0011064,20260303,NIGHT-B,TR-012,Night B,1,0.797,A01,Roster-SIM
RR-0011065,20260303,NIGHT-B,LH-001,Night B,1,0.835,A01,Roster-SIM
RR-0011066,20260303,NIGHT-B,LH-002,Night B,1,0.751,A01,Roster-SIM
RR-0011067,20260303,NIGHT-B,LH-003,Night B,0,0.76,A01,Roster-SIM
RR-0011068,20260303,NIGHT-B,LH-004,Night B,0,0.928,A01,Roster-SIM
RR-0011069,20260303,NIGHT-B,LH-005,Night B,1,0.734,A01,Roster-SIM
RR-0011070,20260303,NIGHT-B,LH-006,Night B,1,0.892,A01,Roster-SIM
RR-0011071,20260303,NIGHT-B,LH-007,Night B,1,0.833,A01,Roster-SIM
RR-0011072,20260303,NIGHT-B,LH-008,Night B,1,0.801,A01,Roster-SIM
RR-0011073,20260303,NIGHT-B,JD-001,Night B,1,0.808,A02,Roster-SIM
RR-0011074,20260303,NIGHT-B,JD-002,Night B,1,0.781,A02,Roster-SIM
RR-0011075,20260303,NIGHT-B,JD-003,Night B,1,0.788,A02,Roster-SIM
RR-0011076,20260303,NIGHT-B,JD-004,Night B,1,0.779,A02,Roster-SIM
RR-0011077,20260303,NIGHT-B,JD-005,Night B,0,0.694,A02,Roster-SIM
RR-0011078,20260303,NIGHT-B,JD-006,Night B,1,0.721,A02,Roster-SIM
RR-0011079,20260303,NIGHT-B,BT-001,Night B,0,0.663,A03,Roster-SIM
RR-0011080,20260303,NIGHT-B,BT-002,Night B,1,0.77,A03,Roster-SIM
RR-0011081,20260303,NIGHT-B,BT-003,Night B,1,0.715,A03,Roster-SIM
RR-0011082,20260303,NIGHT-B,BT-004,Night B,0,0.841,A03,Roster-SIM
RR-0011083,20260303,NIGHT-B,BT-005,Night B,1,0.664,A03,Roster-SIM
RR-0011084,20260303,NIGHT-B,BT-006,Night B,1,0.642,A03,Roster-SIM
RR-0011085,20260303,NIGHT-B,UV-001,Night B,1,0.785,A04,Roster-SIM
RR-0011086,20260303,NIGHT-B,UV-002,Night B,1,0.785,A04,Roster-SIM
RR-0011087,20260303,NIGHT-B,UV-003,Night B,1,0.778,A04,Roster-SIM
RR-0011088,20260303,NIGHT-B,UV-004,Night B,1,0.786,A04,Roster-SIM
RR-0011089,20260304,DAY-A,TR-001,Day A,1,0.84,A01,Roster-SIM
RR-0011090,20260304,DAY-A,TR-002,Day A,1,0.821,A01,Roster-SIM
RR-0011091,20260304,DAY-A,TR-003,Day A,0,0.891,A01,Roster-SIM
RR-0011092,20260304,DAY-A,TR-004,Day A,1,0.857,A01,Roster-SIM
RR-0011093,20260304,DAY-A,TR-005,Day A,1,0.797,A01,Roster-SIM
RR-0011094,20260304,DAY-A,TR-006,Day A,1,0.929,A01,Roster-SIM
RR-0011095,20260304,DAY-A,TR-007,Day A,1,0.798,A01,Roster-SIM
RR-0011096,20260304,DAY-A,TR-008,Day A,1,0.896,A01,Roster-SIM
RR-0011097,20260304,DAY-A,TR-009,Day A,1,0.802,A01,Roster-SIM
RR-0011098,20260304,DAY-A,TR-010,Day A,1,0.802,A01,Roster-SIM
RR-0011099,20260304,DAY-A,TR-011,Day A,1,0.91,A01,Roster-SIM
RR-0011100,20260304,DAY-A,TR-012,Day A,1,0.682,A01,Roster-SIM
RR-0011101,20260304,DAY-A,LH-001,Day A,0,0.851,A01,Roster-SIM
RR-0011102,20260304,DAY-A,LH-002,Day A,1,0.739,A01,Roster-SIM
RR-0011103,20260304,DAY-A,LH-003,Day A,1,0.896,A01,Roster-SIM
RR-0011104,20260304,DAY-A,LH-004,Day A,0,0.92,A01,Roster-SIM
RR-0011105,20260304,DAY-A,LH-005,Day A,1,0.902,A01,Roster-SIM
RR-0011106,20260304,DAY-A,LH-006,Day A,1,0.873,A01,Roster-SIM
RR-0011107,20260304,DAY-A,LH-007,Day A,1,0.896,A01,Roster-SIM
RR-0011108,20260304,DAY-A,LH-008,Day A,1,0.995,A01,Roster-SIM
RR-0011109,20260304,DAY-A,JD-001,Day A,1,0.921,A02,Roster-SIM
RR-0011110,20260304,DAY-A,JD-002,Day A,1,0.721,A02,Roster-SIM
RR-0011111,20260304,DAY-A,JD-003,Day A,1,0.91,A02,Roster-SIM
RR-0011112,20260304,DAY-A,JD-004,Day A,1,0.889,A02,Roster-SIM
RR-0011113,20260304,DAY-A,JD-005,Day A,1,0.812,A02,Roster-SIM
RR-0011114,20260304,DAY-A,JD-006,Day A,1,0.732,A02,Roster-SIM
RR-0011115,20260304,DAY-A,BT-001,Day A,1,0.908,A03,Roster-SIM
RR-0011116,20260304,DAY-A,BT-002,Day A,1,0.912,A03,Roster-SIM
RR-0011117,20260304,DAY-A,BT-003,Day A,1,0.911,A03,Roster-SIM
RR-0011118,20260304,DAY-A,BT-004,Day A,1,0.98,A03,Roster-SIM
RR-0011119,20260304,DAY-A,BT-005,Day A,1,0.961,A03,Roster-SIM
RR-0011120,20260304,DAY-A,BT-006,Day A,1,0.94,A03,Roster-SIM
RR-0011121,20260304,DAY-A,UV-001,Day A,1,0.873,A04,Roster-SIM
RR-0011122,20260304,DAY-A,UV-002,Day A,1,0.778,A04,Roster-SIM
RR-0011123,20260304,DAY-A,UV-003,Day A,1,0.917,A04,Roster-SIM
RR-0011124,20260304,DAY-A,UV-004,Day A,1,0.821,A04,Roster-SIM
RR-0011125,20260304,NIGHT-B,TR-001,Night B,1,0.774,A01,Roster-SIM
RR-0011126,20260304,NIGHT-B,TR-002,Night B,1,0.64,A01,Roster-SIM
RR-0011127,20260304,NIGHT-B,TR-003,Night B,0,0.653,A01,Roster-SIM
RR-0011128,20260304,NIGHT-B,TR-004,Night B,1,0.715,A01,Roster-SIM
RR-0011129,20260304,NIGHT-B,TR-005,Night B,0,0.776,A01,Roster-SIM
RR-0011130,20260304,NIGHT-B,TR-006,Night B,1,0.852,A01,Roster-SIM
RR-0011131,20260304,NIGHT-B,TR-007,Night B,1,0.638,A01,Roster-SIM
RR-0011132,20260304,NIGHT-B,TR-008,Night B,1,0.939,A01,Roster-SIM
RR-0011133,20260304,NIGHT-B,TR-009,Night B,0,0.708,A01,Roster-SIM
RR-0011134,20260304,NIGHT-B,TR-010,Night B,0,0.785,A01,Roster-SIM
RR-0011135,20260304,NIGHT-B,TR-011,Night B,1,0.829,A01,Roster-SIM
RR-0011136,20260304,NIGHT-B,TR-012,Night B,1,0.838,A01,Roster-SIM
RR-0011137,20260304,NIGHT-B,LH-001,Night B,1,0.883,A01,Roster-SIM
RR-0011138,20260304,NIGHT-B,LH-002,Night B,1,0.837,A01,Roster-SIM
RR-0011139,20260304,NIGHT-B,LH-003,Night B,1,0.68,A01,Roster-SIM
RR-0011140,20260304,NIGHT-B,LH-004,Night B,1,0.865,A01,Roster-SIM
RR-0011141,20260304,NIGHT-B,LH-005,Night B,0,0.817,A01,Roster-SIM
RR-0011142,20260304,NIGHT-B,LH-006,Night B,1,0.714,A01,Roster-SIM
RR-0011143,20260304,NIGHT-B,LH-007,Night B,0,0.841,A01,Roster-SIM
RR-0011144,20260304,NIGHT-B,LH-008,Night B,1,0.654,A01,Roster-SIM
RR-0011145,20260304,NIGHT-B,JD-001,Night B,1,0.801,A02,Roster-SIM
RR-0011146,20260304,NIGHT-B,JD-002,Night B,1,0.663,A02,Roster-SIM
RR-0011147,20260304,NIGHT-B,JD-003,Night B,1,0.623,A02,Roster-SIM
RR-0011148,20260304,NIGHT-B,JD-004,Night B,1,0.817,A02,Roster-SIM
RR-0011149,20260304,NIGHT-B,JD-005,Night B,1,0.709,A02,Roster-SIM
RR-0011150,20260304,NIGHT-B,JD-006,Night B,1,0.765,A02,Roster-SIM
RR-0011151,20260304,NIGHT-B,BT-001,Night B,1,0.707,A03,Roster-SIM
RR-0011152,20260304,NIGHT-B,BT-002,Night B,1,0.817,A03,Roster-SIM
RR-0011153,20260304,NIGHT-B,BT-003,Night B,0,0.913,A03,Roster-SIM
RR-0011154,20260304,NIGHT-B,BT-004,Night B,1,0.743,A03,Roster-SIM
RR-0011155,20260304,NIGHT-B,BT-005,Night B,1,0.776,A03,Roster-SIM
RR-0011156,20260304,NIGHT-B,BT-006,Night B,1,0.685,A03,Roster-SIM
RR-0011157,20260304,NIGHT-B,UV-001,Night B,1,0.776,A04,Roster-SIM
RR-0011158,20260304,NIGHT-B,UV-002,Night B,1,0.784,A04,Roster-SIM
RR-0011159,20260304,NIGHT-B,UV-003,Night B,1,0.913,A04,Roster-SIM
RR-0011160,20260304,NIGHT-B,UV-004,Night B,1,0.755,A04,Roster-SIM
RR-0011161,20260305,DAY-A,TR-001,Day A,1,0.799,A01,Roster-SIM
RR-0011162,20260305,DAY-A,TR-002,Day A,1,0.97,A01,Roster-SIM
RR-0011163,20260305,DAY-A,TR-003,Day A,1,0.829,A01,Roster-SIM
RR-0011164,20260305,DAY-A,TR-004,Day A,1,0.904,A01,Roster-SIM
RR-0011165,20260305,DAY-A,TR-005,Day A,1,0.747,A01,Roster-SIM
RR-0011166,20260305,DAY-A,TR-006,Day A,1,0.878,A01,Roster-SIM
RR-0011167,20260305,DAY-A,TR-007,Day A,1,0.737,A01,Roster-SIM
RR-0011168,20260305,DAY-A,TR-008,Day A,1,0.939,A01,Roster-SIM
RR-0011169,20260305,DAY-A,TR-009,Day A,1,0.968,A01,Roster-SIM
RR-0011170,20260305,DAY-A,TR-010,Day A,1,0.79,A01,Roster-SIM
RR-0011171,20260305,DAY-A,TR-011,Day A,1,0.831,A01,Roster-SIM
RR-0011172,20260305,DAY-A,TR-012,Day A,1,0.784,A01,Roster-SIM
