ReadingID,DateKey,ReadingTimestamp,UnitCode,SMUHours,ConditionIndex,HydraulicOilTempC,FeParticlesPPM,BrakeTestDaysOverdue,VibrationIndex,ActiveAlertCount,SourceSystem
CM-0005702,20260308,2026-03-08 08:00:00,LH-002,12861.7,0.685,91.6,46.4,0,0.801,0,PI-SIM
CM-0005703,20260308,2026-03-08 08:00:00,LH-003,12564.4,0.696,88.6,52.1,0,0.773,0,PI-SIM
CM-0005704,20260308,2026-03-08 08:00:00,LH-004,16879.9,0.736,82.6,19.1,0,0.904,0,PI-SIM
CM-0005705,20260308,2026-03-08 08:00:00,LH-005,13151.1,0.78,91.1,41.9,0,0.649,0,PI-SIM
CM-0005706,20260308,2026-03-08 08:00:00,LH-006,15605.5,0.705,92.7,36.8,0,0.884,0,PI-SIM
CM-0005707,20260308,2026-03-08 08:00:00,LH-007,17904.4,0.768,95.4,25.3,0,0.489,0,PI-SIM
CM-0005708,20260308,2026-03-08 08:00:00,LH-008,10012.1,0.722,84.3,29.8,0,0.708,0,PI-SIM
CM-0005709,20260308,2026-03-08 08:00:00,JD-001,17624.0,0.754,90.3,43.1,0,0.557,0,PI-SIM
CM-0005710,20260308,2026-03-08 08:00:00,JD-002,13295.1,0.723,87.4,40.8,0,0.678,0,PI-SIM
CM-0005711,20260308,2026-03-08 08:00:00,JD-003,11065.9,0.845,84.7,28.4,0,0.415,0,PI-SIM
CM-0005712,20260308,2026-03-08 08:00:00,JD-004,18575.5,0.685,93.2,57.3,0,0.733,0,PI-SIM
CM-0005713,20260308,2026-03-08 08:00:00,JD-005,19748.1,0.688,83.7,49.9,0,0.783,0,PI-SIM
CM-0005714,20260308,2026-03-08 08:00:00,JD-006,18805.8,0.781,86.2,55.0,0,0.756,0,PI-SIM
CM-0005715,20260308,2026-03-08 08:00:00,BT-001,12474.3,0.769,85.6,41.9,0,0.601,0,PI-SIM
CM-0005716,20260308,2026-03-08 08:00:00,BT-002,19459.6,0.782,89.0,37.9,0,0.659,0,PI-SIM
CM-0005717,20260308,2026-03-08 08:00:00,BT-003,18340.7,0.829,86.0,23.8,0,0.6,0,PI-SIM
CM-0005718,20260308,2026-03-08 08:00:00,BT-004,19718.7,0.821,80.9,31.1,0,0.451,0,PI-SIM
CM-0005719,20260308,2026-03-08 08:00:00,BT-005,9021.8,0.913,81.8,41.6,0,0.511,0,PI-SIM
CM-0005720,20260308,2026-03-08 08:00:00,BT-006,18760.2,0.755,86.1,37.8,0,0.625,0,PI-SIM
CM-0005721,20260308,2026-03-08 08:00:00,UV-001,9872.5,0.835,82.5,41.0,0,0.543,0,PI-SIM
CM-0005722,20260308,2026-03-08 08:00:00,UV-002,13311.6,0.836,90.2,28.5,0,0.538,0,PI-SIM
CM-0005723,20260308,2026-03-08 08:00:00,UV-003,14023.9,0.88,82.5,25.7,0,0.408,0,PI-SIM
CM-0005724,20260308,2026-03-08 08:00:00,UV-004,10350.2,0.869,83.4,48.0,0,0.419,0,PI-SIM
CM-0005725,20260309,2026-03-09 08:00:00,TR-001,15922.2,0.791,86.7,28.5,0,0.763,0,PI-SIM
CM-0005726,20260309,2026-03-09 08:00:00,TR-002,19596.8,0.785,85.9,42.4,0,0.582,0,PI-SIM
CM-0005727,20260309,2026-03-09 08:00:00,TR-003,14180.5,0.771,91.0,45.4,0,0.68,0,PI-SIM
CM-0005728,20260309,2026-03-09 08:00:00,TR-004,9000.9,0.767,86.1,44.7,0,0.653,0,PI-SIM
CM-0005729,20260309,2026-03-09 08:00:00,TR-005,11388.1,0.815,87.8,41.9,0,0.573,0,PI-SIM
CM-0005730,20260309,2026-03-09 08:00:00,TR-006,13472.0,0.816,88.7,41.7,0,0.48,0,PI-SIM
CM-0005731,20260309,2026-03-09 08:00:00,TR-007,19302.8,0.731,83.5,47.9,0,0.839,0,PI-SIM
CM-0005732,20260309,2026-03-09 08:00:00,TR-008,14367.6,0.855,83.7,28.5,0,0.467,0,PI-SIM
CM-0005733,20260309,2026-03-09 08:00:00,TR-009,10675.3,0.794,86.0,28.8,0,0.698,0,PI-SIM
CM-0005734,20260309,2026-03-09 08:00:00,TR-010,11315.6,0.798,89.1,34.5,0,0.529,0,PI-SIM
CM-0005735,20260309,2026-03-09 08:00:00,TR-011,16225.7,0.747,86.6,36.8,0,0.745,0,PI-SIM
CM-0005736,20260309,2026-03-09 08:00:00,TR-012,18420.4,0.817,86.8,36.1,0,0.54,0,PI-SIM
CM-0005737,20260309,2026-03-09 08:00:00,LH-001,17174.6,0.766,89.1,41.4,0,0.46,0,PI-SIM
CM-0005738,20260309,2026-03-09 08:00:00,LH-002,12875.3,0.695,91.8,48.9,0,0.768,0,PI-SIM
CM-0005739,20260309,2026-03-09 08:00:00,LH-003,12578.4,0.758,89.0,51.6,0,0.731,0,PI-SIM
CM-0005740,20260309,2026-03-09 08:00:00,LH-004,16893.4,0.72,92.1,43.4,0,0.754,0,PI-SIM
CM-0005741,20260309,2026-03-09 08:00:00,LH-005,13164.9,0.807,88.3,34.5,0,0.535,0,PI-SIM
CM-0005742,20260309,2026-03-09 08:00:00,LH-006,15619.5,0.751,88.9,38.2,0,0.761,0,PI-SIM
CM-0005743,20260309,2026-03-09 08:00:00,LH-007,17918.5,0.768,87.4,35.8,0,0.623,0,PI-SIM
CM-0005744,20260309,2026-03-09 08:00:00,LH-008,10025.4,0.664,90.1,57.8,0,0.908,0,PI-SIM
CM-0005745,20260309,2026-03-09 08:00:00,JD-001,17636.8,0.76,88.0,38.4,0,0.692,0,PI-SIM
CM-0005746,20260309,2026-03-09 08:00:00,JD-002,13308.0,0.788,85.1,34.9,0,0.603,0,PI-SIM
CM-0005747,20260309,2026-03-09 08:00:00,JD-003,11078.8,0.765,87.4,42.9,0,0.703,0,PI-SIM
CM-0005748,20260309,2026-03-09 08:00:00,JD-004,18587.6,0.641,89.4,60.4,0,0.749,0,PI-SIM
CM-0005749,20260309,2026-03-09 08:00:00,JD-005,19759.6,0.644,94.2,55.2,0,0.84,0,PI-SIM
CM-0005750,20260309,2026-03-09 08:00:00,JD-006,18818.8,0.736,93.5,56.7,0,0.751,0,PI-SIM
CM-0005751,20260309,2026-03-09 08:00:00,BT-001,12486.7,0.825,85.4,33.1,0,0.547,0,PI-SIM
CM-0005752,20260309,2026-03-09 08:00:00,BT-002,19472.1,0.814,86.1,31.1,0,0.646,0,PI-SIM
CM-0005753,20260309,2026-03-09 08:00:00,BT-003,18353.0,0.836,79.4,29.4,0,0.673,0,PI-SIM
CM-0005754,20260309,2026-03-09 08:00:00,BT-004,19731.1,0.833,89.6,37.6,0,0.468,0,PI-SIM
CM-0005755,20260309,2026-03-09 08:00:00,BT-005,9035.0,0.825,82.3,47.4,0,0.62,0,PI-SIM
CM-0005756,20260309,2026-03-09 08:00:00,BT-006,18772.5,0.736,88.1,30.3,0,0.877,0,PI-SIM
CM-0005757,20260309,2026-03-09 08:00:00,UV-001,9884.3,0.834,85.5,31.0,0,0.514,0,PI-SIM
CM-0005758,20260309,2026-03-09 08:00:00,UV-002,13324.0,0.944,87.0,30.2,0,0.299,0,PI-SIM
CM-0005759,20260309,2026-03-09 08:00:00,UV-003,14035.8,0.883,84.5,24.8,0,0.411,0,PI-SIM
CM-0005760,20260309,2026-03-09 08:00:00,UV-004,10362.1,0.887,84.0,10.0,0,0.408,0,PI-SIM
CM-0005761,20260310,2026-03-10 08:00:00,TR-001,15937.1,0.81,87.6,33.8,0,0.529,0,PI-SIM
CM-0005762,20260310,2026-03-10 08:00:00,TR-002,19611.7,0.824,87.5,38.9,0,0.683,0,PI-SIM
CM-0005763,20260310,2026-03-10 08:00:00,TR-003,14195.2,0.756,87.6,39.0,0,0.667,0,PI-SIM
CM-0005764,20260310,2026-03-10 08:00:00,TR-004,9015.5,0.85,82.3,25.6,0,0.438,0,PI-SIM
CM-0005765,20260310,2026-03-10 08:00:00,TR-005,11402.9,0.801,86.4,38.2,0,0.59,0,PI-SIM
CM-0005766,20260310,2026-03-10 08:00:00,TR-006,13486.9,0.807,85.3,42.5,0,0.667,0,PI-SIM
CM-0005767,20260310,2026-03-10 08:00:00,TR-007,19317.5,0.79,85.9,44.0,0,0.485,0,PI-SIM
CM-0005768,20260310,2026-03-10 08:00:00,TR-008,14382.9,0.795,81.1,40.8,0,0.741,0,PI-SIM
CM-0005769,20260310,2026-03-10 08:00:00,TR-009,10690.3,0.772,83.5,39.6,0,0.766,0,PI-SIM
CM-0005770,20260310,2026-03-10 08:00:00,TR-010,11329.8,0.786,81.4,40.1,0,0.461,0,PI-SIM
CM-0005771,20260310,2026-03-10 08:00:00,TR-011,16240.5,0.752,85.6,52.0,0,0.65,0,PI-SIM
CM-0005772,20260310,2026-03-10 08:00:00,TR-012,18435.3,0.761,84.4,37.9,0,0.73,0,PI-SIM
CM-0005773,20260310,2026-03-10 08:00:00,LH-001,17188.6,0.816,86.0,38.8,0,0.517,0,PI-SIM
CM-0005774,20260310,2026-03-10 08:00:00,LH-002,12889.0,0.687,92.6,44.4,0,0.902,0,PI-SIM
CM-0005775,20260310,2026-03-10 08:00:00,LH-003,12592.4,0.716,87.1,50.5,0,0.715,0,PI-SIM
CM-0005776,20260310,2026-03-10 08:00:00,LH-004,16907.0,0.692,88.1,54.8,0,0.819,0,PI-SIM
CM-0005777,20260310,2026-03-10 08:00:00,LH-005,13178.6,0.771,89.3,44.1,0,0.664,0,PI-SIM
CM-0005778,20260310,2026-03-10 08:00:00,LH-006,15633.4,0.651,85.4,61.9,0,1.104,0,PI-SIM
CM-0005779,20260310,2026-03-10 08:00:00,LH-007,17932.7,0.716,93.5,31.5,0,0.764,0,PI-SIM
CM-0005780,20260310,2026-03-10 08:00:00,LH-008,10038.7,0.808,82.7,55.5,0,0.526,0,PI-SIM
CM-0005781,20260310,2026-03-10 08:00:00,JD-001,17649.5,0.851,82.2,38.7,0,0.496,0,PI-SIM
CM-0005782,20260310,2026-03-10 08:00:00,JD-002,13320.9,0.812,87.0,35.9,0,0.451,0,PI-SIM
CM-0005783,20260310,2026-03-10 08:00:00,JD-003,11091.8,0.794,88.9,36.5,0,0.743,0,PI-SIM
CM-0005784,20260310,2026-03-10 08:00:00,JD-004,18599.7,0.688,91.3,40.8,0,0.835,0,PI-SIM
CM-0005785,20260310,2026-03-10 08:00:00,JD-005,19771.2,0.659,89.7,42.9,0,0.695,0,PI-SIM
CM-0005786,20260310,2026-03-10 08:00:00,JD-006,18831.8,0.846,90.8,33.4,0,0.407,0,PI-SIM
CM-0005787,20260310,2026-03-10 08:00:00,BT-001,12499.1,0.835,88.3,40.7,0,0.539,0,PI-SIM
CM-0005788,20260310,2026-03-10 08:00:00,BT-002,19484.6,0.872,80.8,20.9,0,0.522,0,PI-SIM
CM-0005789,20260310,2026-03-10 08:00:00,BT-003,18365.4,0.771,85.5,45.3,0,0.631,0,PI-SIM
CM-0005790,20260310,2026-03-10 08:00:00,BT-004,19743.6,0.797,82.0,36.7,0,0.565,0,PI-SIM
CM-0005791,20260310,2026-03-10 08:00:00,BT-005,9048.3,0.875,85.0,14.4,0,0.477,0,PI-SIM
CM-0005792,20260310,2026-03-10 08:00:00,BT-006,18784.8,0.72,89.4,49.4,0,0.723,0,PI-SIM
CM-0005793,20260310,2026-03-10 08:00:00,UV-001,9896.1,0.814,86.5,43.2,0,0.607,0,PI-SIM
CM-0005794,20260310,2026-03-10 08:00:00,UV-002,13336.4,0.849,83.3,44.0,0,0.624,0,PI-SIM
CM-0005795,20260310,2026-03-10 08:00:00,UV-003,14047.7,0.827,80.3,37.0,0,0.545,0,PI-SIM
CM-0005796,20260310,2026-03-10 08:00:00,UV-004,10374.1,0.877,86.9,30.5,0,0.454,0,PI-SIM
CM-0005797,20260311,2026-03-11 08:00:00,TR-001,15952.0,0.789,87.7,42.4,0,0.721,0,PI-SIM
CM-0005798,20260311,2026-03-11 08:00:00,TR-002,19626.6,0.762,85.8,40.8,0,0.508,0,PI-SIM
CM-0005799,20260311,2026-03-11 08:00:00,TR-003,14209.8,0.707,90.1,63.2,0,0.777,0,PI-SIM
CM-0005800,20260311,2026-03-11 08:00:00,TR-004,9030.1,0.753,81.3,51.2,0,0.746,0,PI-SIM
CM-0005801,20260311,2026-03-11 08:00:00,TR-005,11417.8,0.804,78.7,51.6,0,0.587,0,PI-SIM
CM-0005802,20260311,2026-03-11 08:00:00,TR-006,13501.8,0.826,82.9,34.0,0,0.555,0,PI-SIM
CM-0005803,20260311,2026-03-11 08:00:00,TR-007,19332.2,0.78,88.0,21.4,0,0.605,0,PI-SIM
CM-0005804,20260311,2026-03-11 08:00:00,TR-008,14398.2,0.765,91.8,31.2,0,0.718,0,PI-SIM
CM-0005805,20260311,2026-03-11 08:00:00,TR-009,10705.2,0.863,85.1,21.3,0,0.477,0,PI-SIM
CM-0005806,20260311,2026-03-11 08:00:00,TR-010,11344.1,0.743,86.8,51.1,0,0.774,0,PI-SIM
CM-0005807,20260311,2026-03-11 08:00:00,TR-011,16255.2,0.805,85.3,30.8,0,0.661,0,PI-SIM
CM-0005808,20260311,2026-03-11 08:00:00,TR-012,18450.3,0.81,83.7,24.6,0,0.541,0,PI-SIM
CM-0005809,20260311,2026-03-11 08:00:00,LH-001,17202.6,0.768,82.3,31.4,0,0.71,0,PI-SIM
CM-0005810,20260311,2026-03-11 08:00:00,LH-002,12902.6,0.661,94.1,48.3,0,0.816,0,PI-SIM
CM-0005811,20260311,2026-03-11 08:00:00,LH-003,12606.3,0.729,88.1,56.1,0,0.773,0,PI-SIM
CM-0005812,20260311,2026-03-11 08:00:00,LH-004,16920.6,0.738,87.2,56.0,0,0.711,0,PI-SIM
CM-0005813,20260311,2026-03-11 08:00:00,LH-005,13192.3,0.836,82.6,44.2,0,0.554,0,PI-SIM
CM-0005814,20260311,2026-03-11 08:00:00,LH-006,15647.3,0.726,89.3,30.8,0,0.879,0,PI-SIM
CM-0005815,20260311,2026-03-11 08:00:00,LH-007,17946.8,0.803,89.0,27.6,0,0.52,0,PI-SIM
CM-0005816,20260311,2026-03-11 08:00:00,LH-008,10052.0,0.673,85.6,48.4,0,0.749,0,PI-SIM
CM-0005817,20260311,2026-03-11 08:00:00,JD-001,17662.2,0.771,85.3,52.6,0,0.914,0,PI-SIM
CM-0005818,20260311,2026-03-11 08:00:00,JD-002,13333.8,0.777,88.0,39.2,0,0.444,0,PI-SIM
CM-0005819,20260311,2026-03-11 08:00:00,JD-003,11104.7,0.773,87.6,50.7,0,0.695,0,PI-SIM
CM-0005820,20260311,2026-03-11 08:00:00,JD-004,18611.8,0.69,91.1,42.3,0,0.737,0,PI-SIM
CM-0005821,20260311,2026-03-11 08:00:00,JD-005,19782.7,0.646,92.5,44.4,0,1.037,0,PI-SIM
CM-0005822,20260311,2026-03-11 08:00:00,JD-006,18844.8,0.87,88.3,33.1,0,0.538,0,PI-SIM
CM-0005823,20260311,2026-03-11 08:00:00,BT-001,12511.5,0.752,84.7,40.7,0,0.745,0,PI-SIM
CM-0005824,20260311,2026-03-11 08:00:00,BT-002,19497.1,0.865,78.1,37.9,0,0.506,0,PI-SIM
CM-0005825,20260311,2026-03-11 08:00:00,BT-003,18377.8,0.748,87.9,55.0,0,0.644,0,PI-SIM
CM-0005826,20260311,2026-03-11 08:00:00,BT-004,19756.0,0.839,84.2,24.0,0,0.417,0,PI-SIM
CM-0005827,20260311,2026-03-11 08:00:00,BT-005,9061.6,0.835,89.7,34.4,0,0.526,0,PI-SIM
CM-0005828,20260311,2026-03-11 08:00:00,BT-006,18797.2,0.762,88.5,48.7,0,0.725,0,PI-SIM
CM-0005829,20260311,2026-03-11 08:00:00,UV-001,9907.9,0.792,87.6,43.6,0,0.632,0,PI-SIM
CM-0005830,20260311,2026-03-11 08:00:00,UV-002,13348.8,0.881,82.2,26.3,0,0.403,0,PI-SIM
CM-0005831,20260311,2026-03-11 08:00:00,UV-003,14059.5,0.885,84.1,33.1,0,0.578,0,PI-SIM
CM-0005832,20260311,2026-03-11 08:00:00,UV-004,10386.0,0.924,83.9,23.6,0,0.559,0,PI-SIM
CM-0005833,20260312,2026-03-12 08:00:00,TR-001,15966.9,0.795,85.4,37.8,0,0.514,0,PI-SIM
CM-0005834,20260312,2026-03-12 08:00:00,TR-002,19641.4,0.775,88.7,35.4,0,0.555,0,PI-SIM
CM-0005835,20260312,2026-03-12 08:00:00,TR-003,14224.5,0.817,80.1,43.4,0,0.499,0,PI-SIM
CM-0005836,20260312,2026-03-12 08:00:00,TR-004,9044.8,0.73,86.6,47.2,0,0.814,0,PI-SIM
CM-0005837,20260312,2026-03-12 08:00:00,TR-005,11432.6,0.811,86.8,30.0,0,0.548,0,PI-SIM
CM-0005838,20260312,2026-03-12 08:00:00,TR-006,13516.7,0.828,83.5,27.5,0,0.605,0,PI-SIM
CM-0005839,20260312,2026-03-12 08:00:00,TR-007,19346.9,0.737,87.2,47.7,0,0.776,0,PI-SIM
CM-0005840,20260312,2026-03-12 08:00:00,TR-008,14413.6,0.857,84.8,24.7,0,0.341,0,PI-SIM
CM-0005841,20260312,2026-03-12 08:00:00,TR-009,10720.2,0.845,81.3,30.3,0,0.477,0,PI-SIM
CM-0005842,20260312,2026-03-12 08:00:00,TR-010,11358.3,0.856,82.5,40.2,0,0.563,0,PI-SIM
CM-0005843,20260312,2026-03-12 08:00:00,TR-011,16270.0,0.782,90.5,61.6,0,0.691,0,PI-SIM
CM-0005844,20260312,2026-03-12 08:00:00,TR-012,18465.2,0.808,81.9,38.4,0,0.606,0,PI-SIM
CM-0005845,20260312,2026-03-12 08:00:00,LH-001,17216.6,0.787,85.8,40.8,0,0.576,0,PI-SIM
CM-0005846,20260312,2026-03-12 08:00:00,LH-002,12916.3,0.782,91.7,39.4,0,0.591,0,PI-SIM
CM-0005847,20260312,2026-03-12 08:00:00,LH-003,12620.3,0.747,91.2,36.9,0,0.767,0,PI-SIM
CM-0005848,20260312,2026-03-12 08:00:00,LH-004,16934.1,0.699,88.0,36.7,0,0.747,0,PI-SIM
CM-0005849,20260312,2026-03-12 08:00:00,LH-005,13206.1,0.873,78.7,20.7,0,0.547,0,PI-SIM
CM-0005850,20260312,2026-03-12 08:00:00,LH-006,15661.2,0.756,90.5,41.3,0,0.713,0,PI-SIM
CM-0005851,20260312,2026-03-12 08:00:00,LH-007,17960.9,0.77,86.8,38.9,0,0.522,0,PI-SIM
CM-0005852,20260312,2026-03-12 08:00:00,LH-008,10065.4,0.768,85.3,36.8,0,0.692,0,PI-SIM
CM-0005853,20260312,2026-03-12 08:00:00,JD-001,17675.0,0.737,90.1,47.0,0,0.687,0,PI-SIM
CM-0005854,20260312,2026-03-12 08:00:00,JD-002,13346.7,0.753,85.5,39.3,0,0.681,0,PI-SIM
CM-0005855,20260312,2026-03-12 08:00:00,JD-003,11117.6,0.776,92.1,54.6,0,0.523,0,PI-SIM
CM-0005856,20260312,2026-03-12 08:00:00,JD-004,18624.0,0.721,88.5,45.3,0,0.742,0,PI-SIM
CM-0005857,20260312,2026-03-12 08:00:00,JD-005,19794.2,0.717,91.1,46.4,0,0.679,0,PI-SIM
CM-0005858,20260312,2026-03-12 08:00:00,JD-006,18857.8,0.828,87.4,38.6,0,0.658,0,PI-SIM
CM-0005859,20260312,2026-03-12 08:00:00,BT-001,12523.9,0.797,86.3,24.7,0,0.588,0,PI-SIM
CM-0005860,20260312,2026-03-12 08:00:00,BT-002,19509.6,0.87,83.8,27.3,0,0.47,0,PI-SIM
CM-0005861,20260312,2026-03-12 08:00:00,BT-003,18390.1,0.793,84.1,28.8,0,0.737,0,PI-SIM
CM-0005862,20260312,2026-03-12 08:00:00,BT-004,19768.5,0.818,85.9,43.3,0,0.524,0,PI-SIM
CM-0005863,20260312,2026-03-12 08:00:00,BT-005,9074.9,0.906,79.3,29.3,0,0.296,0,PI-SIM
CM-0005864,20260312,2026-03-12 08:00:00,BT-006,18809.5,0.817,87.3,33.8,0,0.573,0,PI-SIM
CM-0005865,20260312,2026-03-12 08:00:00,UV-001,9919.7,0.863,85.9,26.1,0,0.336,0,PI-SIM
CM-0005866,20260312,2026-03-12 08:00:00,UV-002,13361.2,0.888,85.5,31.4,0,0.401,0,PI-SIM
CM-0005867,20260312,2026-03-12 08:00:00,UV-003,14071.4,0.877,82.1,31.4,0,0.446,0,PI-SIM
CM-0005868,20260312,2026-03-12 08:00:00,UV-004,10398.0,0.869,83.5,12.7,0,0.538,0,PI-SIM
CM-0005869,20260313,2026-03-13 08:00:00,TR-001,15981.9,0.816,91.6,36.4,0,0.608,0,PI-SIM
CM-0005870,20260313,2026-03-13 08:00:00,TR-002,19656.3,0.79,88.5,39.4,0,0.58,0,PI-SIM
CM-0005871,20260313,2026-03-13 08:00:00,TR-003,14239.2,0.769,88.3,38.9,0,0.561,0,PI-SIM
CM-0005872,20260313,2026-03-13 08:00:00,TR-004,9059.4,0.751,92.7,43.9,0,0.647,0,PI-SIM
CM-0005873,20260313,2026-03-13 08:00:00,TR-005,11447.4,0.792,87.4,47.5,0,0.606,0,PI-SIM
CM-0005874,20260313,2026-03-13 08:00:00,TR-006,13531.6,0.755,86.2,33.3,0,0.811,0,PI-SIM
CM-0005875,20260313,2026-03-13 08:00:00,TR-007,19361.6,0.75,82.7,53.9,0,0.6,0,PI-SIM
CM-0005876,20260313,2026-03-13 08:00:00,TR-008,14428.9,0.821,82.6,28.5,0,0.598,0,PI-SIM
CM-0005877,20260313,2026-03-13 08:00:00,TR-009,10735.2,0.778,84.3,32.9,0,0.701,0,PI-SIM
CM-0005878,20260313,2026-03-13 08:00:00,TR-010,11372.6,0.748,81.2,49.4,0,0.737,0,PI-SIM
CM-0005879,20260313,2026-03-13 08:00:00,TR-011,16284.7,0.715,84.7,39.9,0,0.742,0,PI-SIM
CM-0005880,20260313,2026-03-13 08:00:00,TR-012,18480.2,0.781,84.9,43.7,0,0.615,0,PI-SIM
CM-0005881,20260313,2026-03-13 08:00:00,LH-001,17230.7,0.693,89.7,45.1,0,0.935,0,PI-SIM
CM-0005882,20260313,2026-03-13 08:00:00,LH-002,12929.9,0.706,90.7,34.7,0,0.717,0,PI-SIM
CM-0005883,20260313,2026-03-13 08:00:00,LH-003,12634.3,0.759,84.2,45.6,0,0.704,0,PI-SIM
CM-0005884,20260313,2026-03-13 08:00:00,LH-004,16947.7,0.703,93.4,50.1,0,0.805,0,PI-SIM
CM-0005885,20260313,2026-03-13 08:00:00,LH-005,13219.8,0.825,86.9,28.1,0,0.519,0,PI-SIM
CM-0005886,20260313,2026-03-13 08:00:00,LH-006,15675.2,0.716,89.8,43.8,0,0.652,0,PI-SIM
CM-0005887,20260313,2026-03-13 08:00:00,LH-007,17975.0,0.784,86.4,30.5,0,0.692,0,PI-SIM
CM-0005888,20260313,2026-03-13 08:00:00,LH-008,10078.7,0.688,94.7,42.2,0,0.692,0,PI-SIM
CM-0005889,20260313,2026-03-13 08:00:00,JD-001,17687.7,0.775,82.2,45.4,0,0.745,0,PI-SIM
CM-0005890,20260313,2026-03-13 08:00:00,JD-002,13359.6,0.732,94.0,50.8,0,0.771,0,PI-SIM
CM-0005891,20260313,2026-03-13 08:00:00,JD-003,11130.6,0.845,85.1,26.0,0,0.545,0,PI-SIM
CM-0005892,20260313,2026-03-13 08:00:00,JD-004,18636.1,0.642,93.3,54.5,0,0.897,0,PI-SIM
CM-0005893,20260313,2026-03-13 08:00:00,JD-005,19805.8,0.638,94.1,48.5,0,0.711,0,PI-SIM
CM-0005894,20260313,2026-03-13 08:00:00,JD-006,18870.8,0.857,85.6,41.1,0,0.495,0,PI-SIM
CM-0005895,20260313,2026-03-13 08:00:00,BT-001,12536.4,0.801,80.0,37.1,0,0.558,0,PI-SIM
CM-0005896,20260313,2026-03-13 08:00:00,BT-002,19522.1,0.84,90.4,26.2,0,0.573,0,PI-SIM
CM-0005897,20260313,2026-03-13 08:00:00,BT-003,18402.5,0.787,87.3,34.4,0,0.708,0,PI-SIM
CM-0005898,20260313,2026-03-13 08:00:00,BT-004,19781.0,0.802,86.6,23.3,0,0.69,0,PI-SIM
CM-0005899,20260313,2026-03-13 08:00:00,BT-005,9088.1,0.903,82.8,23.3,0,0.491,0,PI-SIM
CM-0005900,20260313,2026-03-13 08:00:00,BT-006,18821.8,0.778,86.4,43.8,0,0.587,0,PI-SIM
CM-0005901,20260313,2026-03-13 08:00:00,UV-001,9931.6,0.897,86.2,29.6,0,0.526,0,PI-SIM
CM-0005902,20260313,2026-03-13 08:00:00,UV-002,13373.6,0.843,83.1,37.1,0,0.527,0,PI-SIM
CM-0005903,20260313,2026-03-13 08:00:00,UV-003,14083.3,0.836,79.0,18.5,0,0.535,0,PI-SIM
CM-0005904,20260313,2026-03-13 08:00:00,UV-004,10409.9,0.887,81.3,18.7,0,0.536,0,PI-SIM
CM-0005905,20260314,2026-03-14 08:00:00,TR-001,15996.8,0.833,82.0,30.4,0,0.699,0,PI-SIM
CM-0005906,20260314,2026-03-14 08:00:00,TR-002,19671.1,0.802,83.8,41.6,0,0.733,0,PI-SIM
CM-0005907,20260314,2026-03-14 08:00:00,TR-003,14253.8,0.778,86.5,41.8,0,0.826,0,PI-SIM
CM-0005908,20260314,2026-03-14 08:00:00,TR-004,9074.1,0.716,89.2,45.1,0,0.731,0,PI-SIM
CM-0005909,20260314,2026-03-14 08:00:00,TR-005,11462.2,0.789,91.1,30.9,0,0.559,0,PI-SIM
CM-0005910,20260314,2026-03-14 08:00:00,TR-006,13546.5,0.817,80.0,40.0,0,0.469,0,PI-SIM
CM-0005911,20260314,2026-03-14 08:00:00,TR-007,19376.3,0.756,81.4,33.3,0,0.735,0,PI-SIM
CM-0005912,20260314,2026-03-14 08:00:00,TR-008,14444.3,0.865,72.9,38.4,0,0.49,0,PI-SIM
CM-0005913,20260314,2026-03-14 08:00:00,TR-009,10750.2,0.824,87.7,30.6,0,0.428,0,PI-SIM
CM-0005914,20260314,2026-03-14 08:00:00,TR-010,11386.8,0.793,84.4,50.3,0,0.607,0,PI-SIM
CM-0005915,20260314,2026-03-14 08:00:00,TR-011,16299.4,0.768,94.0,38.5,0,0.662,0,PI-SIM
CM-0005916,20260314,2026-03-14 08:00:00,TR-012,18495.1,0.843,80.3,52.0,0,0.469,0,PI-SIM
CM-0005917,20260314,2026-03-14 08:00:00,LH-001,17244.7,0.804,85.3,25.5,0,0.544,0,PI-SIM
CM-0005918,20260314,2026-03-14 08:00:00,LH-002,12943.5,0.725,88.8,37.3,0,0.644,0,PI-SIM
CM-0005919,20260314,2026-03-14 08:00:00,LH-003,12648.2,0.768,84.6,33.8,0,0.548,0,PI-SIM
CM-0005920,20260314,2026-03-14 08:00:00,LH-004,16961.3,0.744,91.8,39.6,0,0.66,0,PI-SIM
CM-0005921,20260314,2026-03-14 08:00:00,LH-005,13233.6,0.808,87.3,45.0,0,0.501,0,PI-SIM
CM-0005922,20260314,2026-03-14 08:00:00,LH-006,15689.1,0.741,88.0,52.9,0,0.593,0,PI-SIM
CM-0005923,20260314,2026-03-14 08:00:00,LH-007,17989.1,0.747,92.0,41.3,0,0.67,0,PI-SIM
CM-0005924,20260314,2026-03-14 08:00:00,LH-008,10092.0,0.719,90.2,49.9,0,0.693,0,PI-SIM
CM-0005925,20260314,2026-03-14 08:00:00,JD-001,17700.4,0.739,90.3,39.8,0,0.733,0,PI-SIM
CM-0005926,20260314,2026-03-14 08:00:00,JD-002,13372.5,0.821,85.6,16.1,0,0.665,0,PI-SIM
CM-0005927,20260314,2026-03-14 08:00:00,JD-003,11143.5,0.829,86.3,39.1,0,0.606,0,PI-SIM
CM-0005928,20260314,2026-03-14 08:00:00,JD-004,18648.2,0.674,93.4,65.2,0,0.637,0,PI-SIM
